Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
2010,110,1000,240962,25964,0,724,171031347,38000000,4.50,7.7,2.35,36000
2006,109,64,286178,23923,0,631,124732962,35000000,3.56,6.8,2.35,
1979,143,338,63330,16007,2,405,82300000,35000000,2.35,6.4,2.35,0
2013,120,91,97664,5826,2,232,134455175,35000000,3.84,5.7,2.35,
1991,128,17000,127503,24006,0,261,79100000,35000000,2.26,7.3,2.35,0
2008,123,126,191470,25661,2,278,81159365,35000000,2.32,6.8,2.35,
2015,129,0,94241,1450,1,309,110008260,35000000,3.14,6.3,2.35,25000
2005,105,8,33887,2689,2,160,67962333,35000000,1.94,5.9,1.85,
1996,162,333,142067,15912,0,457,78651430,27000000,2.91,7.4,1.85,0
1997,138,161,414219,19129,2,625,64604977,35000000,1.85,8.3,2.35,
2005,100,31,61321,2968,3,217,63939454,35000000,1.83,6.2,2.35,0
1997,90,0,32416,23504,0,138,63826569,35000000,1.82,6.3,1.85,
1995,108,79,61018,1715,0,140,60054449,35000000,1.72,5.8,2.35,0
1984,101,0,149285,42918,1,668,26505000,1800000,14.73,7.5,1.85,
2000,109,763,79877,2474,1,677,61280963,33000000,1.86,6.3,2.35,0
1998,132,130,125219,29265,1,244,56876365,35000000,1.63,6.4,1.85,
2010,123,130,20827,2259,0,136,59699513,35000000,1.71,7.2,2.35,0
2007,87,14,53786,16571,0,211,54132596,34000000,1.59,6.3,2.35,
2003,109,19,32370,4231,1,196,52277485,35000000,1.49,6.9,1.85,0
2011,109,87,270228,20956,2,194,55802754,35000000,1.59,6.6,2.35,
2016,92,89,28041,17860,0,111,55291815,35000000,1.58,6,2.35,0
2013,125,102,117719,19809,2,306,83299761,35000000,2.38,7.5,2.35,
1992,202,0,63923,20143,0,156,48169908,33000000,1.46,7.7,1.85,0
2012,134,0,104005,1050,2,248,67523385,35000000,1.93,6.2,2.35,
2009,88,12,31191,53370,2,120,49474048,35000000,1.41,5.4,1.85,0
2009,92,148,119974,2184,1,169,45802315,35000000,1.31,6.6,2.35,
2007,91,42,32157,52566,3,119,43792641,35000000,1.25,5.3,2.35,913000
2006,75,221,40651,13125,2,209,57651794,33000000,1.75,5.6,1.85,
2005,98,30,25883,4879,2,262,43894863,30000000,1.46,5.9,2.35,0
1997,147,179,225122,56014,2,234,41954997,35000000,1.20,7.8,2.35,
2002,100,545,198701,17902,0,1138,39532308,33000000,1.20,6.7,1.85,0
1982,120,365,105446,3876,0,321,76600000,10700000,7.16,7.4,2.35,
2004,104,1000,84131,41701,1,400,39692139,35000000,1.13,6.2,1.85,0
2008,103,212,107772,16249,1,398,40687294,35000000,1.16,5.4,2.35,
2011,109,487,304318,34011,2,463,37553932,40000000,0.94,6.7,2.35,52000
2010,104,16,40654,3356,0,97,37481242,35000000,1.07,5.3,2.35,
2011,112,42,48019,2371,4,153,39026186,35000000,1.12,5.9,1.85,13000
2001,95,19,30771,2643,1,164,33422806,50000000,0.67,4.8,2.35,
1994,102,133,53115,5443,1,282,33423521,35000000,0.95,3.8,2.35,0
2002,150,2000,497946,1075,0,761,32519322,35000000,0.93,8.5,1.85,
2001,122,117,124765,41636,1,541,31598308,35000000,0.90,6.8,2.35,0
2006,101,308,8143,966,0,203,37617947,30000000,1.25,6.8,2.35,
2005,108,174,94456,2178,0,576,32048809,30000000,1.07,5.3,1.85,0
2004,98,0,168314,28027,2,903,33987757,27000000,1.26,7.3,1.85,
2011,137,16000,102728,36258,0,279,37304950,35000000,1.07,6.6,2.35,16000
2008,112,192,86205,3185,0,232,30691439,35000000,0.88,6.2,2.35,
2002,101,48,43991,3001,2,695,30307804,35000000,0.87,5.2,2.35,0
1990,103,81,105478,4722,0,291,30669413,35000000,0.88,6.2,1.37,
2008,101,40,40964,3612,1,245,28687835,35000000,0.82,6.2,2.35,0
1999,112,37,48621,5709,0,239,26494611,35000000,0.76,6.6,2.35,
2004,102,0,54346,3592,5,358,25266129,35000000,0.72,6.2,2.35,0
2012,101,357,28257,2471,0,151,25863915,35000000,0.74,5.1,2.35,
1997,155,16000,31751,19689,2,216,25078937,30000000,0.84,6.6,1.85,0
2010,109,24,19230,855,5,59,28995450,35000000,0.83,6.1,2.35,
1992,140,0,17124,1394,2,68,24276500,35000000,0.69,6.6,2.35,949000
2008,108,251,78256,2351,0,492,20981633,30000000,0.70,5.9,2.35,
2004,96,13,47800,17292,1,244,22913677,35000000,0.65,6.3,1.85,0
2015,123,15,44788,13371,0,138,34531832,35000000,0.99,7.1,2.35,
2011,106,309,65044,561,1,173,28064226,35000000,0.80,5,2.35,13000
2005,76,2,15788,1908,0,80,19447478,35000000,0.56,5.6,1.85,
2000,107,161,54643,22974,5,335,19389454,55000000,0.35,7.4,2.35,0
2008,82,82,52052,3266,6,173,25871834,35000000,0.74,4.5,1.85,
2013,109,90,63548,2073,3,134,19692608,35000000,0.56,6.2,2.35,0
2005,99,0,26126,2535,0,325,19294901,35000000,0.55,5,2.35,
2012,91,192,95274,24669,0,178,20275446,35000000,0.58,6.5,2.35,2000
2015,87,98,34948,1679,2,118,34507079,35000000,0.99,5.1,2.35,
2002,125,159,28130,3142,2,215,18306166,35000000,0.52,6.5,2.35,0
2013,118,138,90046,28479,0,141,17609982,35000000,0.50,6.2,2.35,
2004,98,12,51842,9330,1,173,16831505,31000000,0.54,6.3,2.35,0
2010,92,16,12399,6327,1,84,17596256,35000000,0.50,3.8,1.85,
2007,92,0,41170,32875,3,298,14998070,35000000,0.43,6.2,2.35,0
1991,115,468,4795,1290,3,39,14587732,35000000,0.42,5.7,2.35,
2007,120,52,55630,1082,1,200,18317151,35000000,0.52,6.7,2.35,0
2001,111,529,28542,19805,3,208,11405825,35000000,0.33,6.8,2.35,
2001,94,10,12077,1668,2,162,13264986,35000000,0.38,6,1.85,433000
2009,100,212,44931,5890,1,100,10991381,35000000,0.31,7.3,2.35,
2009,101,57,31918,1947,1,142,10268846,35000000,0.29,5.5,2.35,0
2011,139,0,136367,13021,0,975,13303319,32000000,0.42,6.7,1.85,
1998,91,85,11512,1352,0,141,10076136,35000000,0.29,4.8,2.35,471000
2014,109,453,47498,1458,3,212,10499968,35000000,0.30,5.7,1.85,
2003,102,241,14962,14165,1,204,7659747,38000000,0.20,5.1,1.85,74000
2008,103,189,48999,6563,1,280,7948159,35000000,0.23,6,2.35,
2006,83,12,15015,5022,5,113,11631245,35000000,0.33,4.2,1.85,494000
2015,123,0,77394,23031,0,195,10137502,35000000,0.29,7.4,2.35,
1997,101,31,2189,1993,0,31,6448817,35000000,0.18,4.6,2.35,0
2006,117,0,70698,3611,1,196,7458269,35000000,0.21,6.9,2.35,
1992,114,503,10410,4334,3,71,4651977,35000000,0.13,6.9,2.35,892000
1993,330,138,23181,3227,2,129,4496583,35000000,0.13,8,1.66,
1997,121,55,11747,3125,1,99,2221994,35000000,0.06,6.4,2.35,561000
2002,114,0,28584,1005,1,232,6592103,35000000,0.19,6.3,1.85,
1999,148,0,11101,5,0,159,630779,35000000,0.02,6.8,2.35,633000
2014,113,47,310903,1783,0,524,102413606,34000000,3.01,6.8,2.35,
2015,91,31,23072,1564,2,89,10214013,35000000,0.29,5.4,2.35,0
1993,139,17000,36267,1068,3,150,32000000,30000000,1.07,7.2,2.35,
2006,96,0,190990,24640,0,915,10139254,35000000,0.29,7.3,1.85,23000
1999,102,3,8367,1274,0,94,11227940,34000000,0.33,5.2,2.35,
2012,96,165,36914,14978,1,86,183125,35000000,0.01,5.5,2.35,0
2008,101,6000,85589,13,0,144,15081783,34000000,0.44,7.7,1.85,
2015,128,88,50041,3386,0,116,37432299,34000000,1.10,7.1,2.35,23000
1999,109,7,45497,52621,0,260,10654581,34000000,0.31,5.3,1.85,
2000,114,46,3740,1778,1,61,6543194,34000000,0.19,5.6,2.35,314000
2012,105,125,23916,23122,5,50,13101142,35000000,0.37,5.7,2.35,
2013,141,56,21223,301,1,108,8324748,35000000,0.24,7.1,2.35,13000
1992,138,0,181879,14619,0,319,141340178,40000000,3.53,7.6,2.35,
2001,101,43,27580,5942,0,232,51758599,33000000,1.57,5.5,2.35,742000
2000,99,67,66941,1790,1,148,117559438,30000000,3.92,5.1,1.85,
2013,85,0,4265,369,0,16,4091,34000000,0.00,6.3,2.35,0
2011,89,21,49312,843,0,211,21426805,30000000,0.71,4.9,2.35,
2012,99,35,45394,4863,0,72,35057332,33000000,1.06,6.5,2.35,19000
2006,105,160,115649,2604,0,1033,34014398,33000000,1.03,5.6,2.35,
2000,97,10,22220,18688,0,181,28927720,33000000,0.88,5.3,1.85,463000
2004,140,36,124242,2114,1,622,33682273,33000000,1.02,6.5,2.35,
2005,118,41,50919,2859,0,114,4280577,10000000,0.43,6.8,2.35,0
2012,94,132,83097,27759,2,134,17120019,30000000,0.57,6.5,2.35,
1999,124,179,24826,13093,3,175,8406264,38000000,0.22,6,2.35,783000
1983,134,37,681857,13649,0,647,309125409,32500000,9.51,8.4,2.35,
2008,113,197,62770,391,1,396,10955425,30000000,0.37,6,2.35,0
2008,124,335,189812,14504,0,370,34180954,32000000,1.07,7.6,1.85,
2003,97,4000,147597,43354,1,395,173381405,33000000,5.25,6.9,1.85,21000
1996,123,226,63839,5975,1,118,104632573,32000000,3.27,6.4,2.35,
2002,99,32,20219,2916,1,100,81150692,35000000,2.32,5.1,1.85,0
1988,101,503,61396,18734,1,159,60328558,32000000,1.89,7,1.85,
2006,92,100,65551,1729,1,441,80197993,32000000,2.51,5.7,1.85,0
2011,131,176,218711,3229,6,485,169076745,32500000,5.20,6.8,2.35,
2013,107,133,310540,38751,6,669,101470202,32000000,3.17,6.7,2.35,97000
1999,103,9,54390,3004,0,398,50041732,29000000,1.73,6.2,2.35,
2000,129,88,89424,36069,0,224,48814909,32000000,1.53,7.2,2.35,0
2010,107,34,46961,31529,5,132,57744720,20000000,2.89,6.2,2.35,
2013,89,16,37493,74181,8,108,21784432,35000000,0.62,5.6,2.35,0
2011,113,14,19671,3500,2,47,37911876,32000000,1.18,4.4,2.35,
2011,93,0,379462,16034,3,571,54696902,32000000,1.71,7.5,1.85,56000
1993,120,155,38949,2054,3,112,36733909,32000000,1.15,7.1,1.85,
2007,98,541,164608,10938,1,383,35063732,32000000,1.10,6.4,2.35,1000
2013,105,0,11347,1843,1,28,99462,33000000,0.00,7.1,2.35,
2005,98,61,10018,1400,1,108,32701088,32000000,1.02,6.9,2.35,0
2005,96,0,186606,12754,1,1125,31493782,32000000,0.98,7.5,1.85,
2005,87,255,156267,29050,1,340,43095600,32000000,1.35,6.3,2.35,0
1995,107,0,69197,29743,0,216,18636537,32000000,0.58,6.4,1.85,
2004,90,29,18771,961,1,102,17848322,28000000,0.64,5.9,2.35,72000
1999,121,17000,53028,13040,0,382,16640210,55000000,0.30,6.8,2.35,
2010,119,238,87768,2925,0,187,13763130,32000000,0.43,6.3,2.35,12000
2007,107,26,21506,3274,0,364,10956379,35000000,0.31,3.6,2.35,
1996,110,278,5176,3864,3,30,4357000,30000000,0.15,5.3,1.85,35000
2013,100,35,60596,32094,4,158,22525921,30000000,0.75,5.9,2.35,
1997,75,10,5600,7394,0,49,3562749,32000000,0.11,6.9,1.33,643000
1999,132,0,8039,16878,2,161,2899970,32000000,0.09,6.9,2.35,
2006,105,0,21481,2355,2,175,1304837,32000000,0.04,6.1,1.66,559000
1979,289,0,450676,25313,1,983,78800000,31500000,2.50,8.5,2.35,
2010,102,8,50523,2961,0,113,17797316,32000000,0.56,6.3,2.35,0
1995,143,65,30230,2223,1,154,82528097,6500000,12.70,7.3,2.35,
2016,113,34,17319,10910,2,100,14268533,31500000,0.45,6.3,2.35,0
1985,161,521,52339,12518,0,200,87100000,31000000,2.81,7.2,1.85,
2012,138,0,264047,20952,0,491,93749203,31000000,3.02,7.3,2.35,64000
1979,126,43,69534,1008,2,294,62700000,34000000,1.84,6.3,2.35,
2014,99,0,475518,15082,0,644,59073773,25000000,2.36,8.1,1.37,149000
2001,101,96,30339,13811,1,268,24185781,31000000,0.78,6.9,2.35,
1990,103,155,50389,1440,0,136,53133888,31000000,1.71,6.3,1.85,0
2000,118,40,81866,4045,0,510,44983704,31000000,1.45,7.3,2.35,
2016,116,176,69790,2097,4,1211,118099659,144000000,0.82,5.5,2.35,62000
2015,99,0,66123,40312,4,219,58879132,31000000,1.90,6.1,2.35,
1995,105,188,62986,3439,4,150,72077000,30250000,2.38,6.9,1.85,0
2002,113,252,172080,813,0,1017,170684505,45000000,3.79,7.2,1.85,
1999,93,221,161858,26760,0,289,163479795,34200000,4.78,6.4,1.85,0
2001,108,6,200260,7872,0,431,145096820,30000000,4.84,6.4,1.85,
1995,74,487,623757,19046,1,391,191796233,30000000,6.39,8.3,1.85,0
1994,116,101,260981,20966,0,373,121248145,25000000,4.85,7.2,2.35,
2012,104,23,145852,18322,0,164,125014030,30000000,4.17,6.8,2.35,32000
2010,106,12,14281,17560,2,64,11854694,31000000,0.38,6.5,1.85,
2000,120,132,160776,54877,1,402,115648585,30000000,3.85,7.8,2.35,0
1990,135,323,143696,2575,1,241,122012643,30000000,4.07,7.6,2.35,
2013,132,304,87665,20035,0,323,116631310,30000000,3.89,7.2,1.85,41000
2004,92,43,185338,4730,0,392,114324072,20000000,5.72,6.7,2.35,
1991,99,188,96607,3696,0,125,113502246,38000000,2.99,6.8,1.85,5000
1995,90,176,160321,2203,0,178,108360000,30000000,3.61,6.3,2.35,
2001,111,0,94049,13645,2,301,108244774,37000000,2.93,6.2,1.85,0
1996,103,37,31817,3143,3,117,105444419,26000000,4.06,6.2,1.85,
1995,127,21000,1023511,22678,0,1080,100125340,33000000,3.03,8.6,2.35,39000
2009,112,662,531737,2639,0,1262,115646235,30000000,3.85,8,1.85,
2004,87,47,58906,20097,0,186,85416609,30000000,2.85,7,1.85,0
2003,138,16000,338415,1942,0,935,90135191,25000000,3.61,8,2.35,
2004,132,16000,482064,28830,1,1106,100422786,30000000,3.35,8.1,2.35,14000
1999,103,11000,123940,24333,2,337,106694016,30000000,3.56,6.7,1.85,
2004,123,415,396396,34495,0,1111,64286,29000000,0.00,7.9,2.35,57000
2008,111,98,124501,2978,1,154,76806312,30000000,2.56,6.1,2.35,
2009,102,23,31760,4516,2,140,79566871,30000000,2.65,4.2,1.85,0
2000,78,0,8146,4527,0,49,76501438,30000000,2.55,6.1,1.85,
1991,132,0,12549,1936,1,109,74787599,30000000,2.49,6.6,1.85,883000
1994,133,380,112175,26388,2,329,66528842,30000000,2.22,7.5,1.85,
2009,108,655,270238,35209,0,452,83813460,25000000,3.35,7.4,1.85,19000
2002,125,729,107557,1556,1,612,65010106,30000000,2.17,7.2,1.85,
2013,98,129,184641,337,0,326,66359959,35000000,1.90,6.9,2.35,81000
2012,119,0,428916,37387,0,667,66468315,30000000,2.22,7.4,2.35,
2001,87,129,19079,2911,1,122,64172251,30000000,2.14,5.4,1.85,62000
1995,91,108,94435,1185,0,182,66600000,30000000,2.22,6.8,1.85,
2012,100,64,34258,19420,2,178,63536011,30000000,2.12,6.3,2.35,0
2008,118,89,217507,16758,1,325,62877175,30000000,2.10,7.2,1.85,
2005,109,309,109894,2740,3,340,74484168,45000000,1.66,6.9,2.35,0
2008,99,5,34079,6930,2,97,60269340,30000000,2.01,6,1.85,
1998,114,0,18973,2860,1,162,60033780,30000000,2.00,5.9,1.85,0
2009,89,56,79094,13794,2,129,58715510,30000000,1.96,5.4,1.85,
2004,95,65,37479,1266,3,152,58156435,19000000,3.06,5.9,2.35,0
2004,98,56,122187,6742,1,339,56044241,37000000,1.51,6.1,1.85,
2011,94,11000,301149,1289,1,509,56816662,17000000,3.34,7.7,1.85,78000
2014,85,7,19547,18795,0,64,64238770,42000000,1.53,5.8,1.85,
2001,124,47,198066,43453,1,426,52937130,30000000,1.76,7.6,2.35,13000
1999,131,43,28942,19815,0,223,52799004,55000000,0.96,6.1,2.35,
1989,107,0,43743,14710,1,293,55210049,27800000,1.99,5.4,2.35,0
2002,99,13,15074,3679,7,72,51432423,30000000,1.71,5.1,1.85,
1994,83,88,76850,4767,5,85,51109400,30000000,1.70,6.4,1.85,1000
1985,131,46,68565,2943,2,300,50300000,30000000,1.68,6.3,2.35,
2005,85,9,98160,1145,0,307,56068547,30000000,1.87,7.5,1.85,0
2007,126,98,167967,18726,1,243,53680848,30000000,1.79,7.1,1.85,
2007,123,456,192930,20499,1,581,50921738,30000000,1.70,7.8,1.85,12000
2010,105,56,74630,1026,1,156,53021560,30000000,1.77,6.5,2.35,
1989,125,0,39306,1748,2,119,45645204,30000000,1.52,6.6,2.35,0
2005,77,13000,188785,60683,1,467,53337608,40000000,1.33,7.4,1.85,
2015,121,777,196217,1467,2,461,46875468,30000000,1.56,7.6,2.39,59000
2015,124,845,147128,16881,0,277,52418902,30000000,1.75,7.5,2.35,
2009,99,0,158354,5642,0,691,42057340,30000000,1.40,6.6,2.35,11000
2015,112,43,93767,15327,1,209,42478175,25000000,1.70,7.2,2.35,
2003,111,23,43378,9638,1,292,41407470,30000000,1.38,7.6,1.85,0
2010,107,209,47297,4059,0,86,42385520,30000000,1.41,6.2,1.85,
2002,104,134,26066,1165,3,216,40118420,30000000,1.34,5.6,1.85,0
2006,113,395,186977,8362,1,529,40137776,38000000,1.06,7.6,1.85,
2007,113,171,138435,814,0,527,39568996,32000000,1.24,6.6,2.35,0
2012,95,246,277172,29551,0,986,42043633,30000000,1.40,7,2.35,
2008,86,82,88518,3854,0,409,38232624,30000000,1.27,2.7,1.85,0
1988,126,102,54042,23866,1,215,38413606,30000000,1.28,7.6,1.85,
1987,101,343,112669,2373,1,226,38122105,27000000,1.41,6.6,1.37,0
1986,102,0,49349,15308,2,165,38747385,25000000,1.55,6.9,1.85,
2011,111,456,159198,257,0,438,40247512,30000000,1.34,6.8,2.35,38000
1997,95,40,36363,2266,0,256,35927406,30000000,1.20,3.7,1.85,
2011,98,15000,49205,16827,0,184,35565975,30000000,1.19,6.1,2.35,0
2013,100,108,108242,20051,1,371,35266619,30000000,1.18,5.9,2.35,
2006,118,3,21767,3797,0,127,34703228,30000000,1.16,6.7,1.85,0
2006,125,21,33067,15811,1,134,38432823,30000000,1.28,6.9,2.35,
2001,94,39,12466,3664,0,84,32095318,45000000,0.71,5.5,1.85,34000
2009,79,30,111117,1594,0,245,31743332,30000000,1.06,7.1,1.85,
2013,106,0,148327,18469,0,274,32154410,30000000,1.07,7.1,1.85,29000
2011,63,15,15600,1002,0,55,26687172,30000000,0.89,7.3,1.85,
2003,85,14,30651,1653,0,267,26096584,19000000,1.37,3.4,1.37,1000
1998,108,631,21998,1023,1,227,26525834,30000000,0.88,6.8,1.85,
2014,139,150,15843,2060,0,104,30513940,30000000,1.02,6.9,1.85,11000
1998,127,73,9283,12785,3,112,23209440,30000000,0.77,7,1.85,
1995,106,32,23579,20772,1,88,24048000,30000000,0.80,5.5,2.35,0
2006,95,425,53884,2737,1,203,22526144,30000000,0.75,5.1,2.35,
2014,118,301,54447,5697,0,201,30523568,30000000,1.02,6.2,2.35,18000
2011,108,24,47003,3892,0,215,23070045,30000000,0.77,5.9,1.85,
2004,105,34,15052,4369,1,116,20422207,35000000,0.58,5.2,2.35,484000
2012,131,89,78974,3479,2,141,28644770,30000000,0.95,6.2,1.85,
2004,104,30,12164,4462,1,63,21800302,30000000,0.73,5.5,1.85,491000
2010,133,549,146364,11799,0,237,21129348,35000000,0.60,7.4,2.35,
2006,94,110,70341,15271,1,830,18500966,30000000,0.62,4.4,1.85,0
2005,109,25,65979,3148,1,220,19976073,20000000,1.00,6.3,2.35,
1998,96,845,23345,3072,2,167,18967571,30000000,0.63,6.1,2.35,629000
1996,105,114,7073,6152,1,29,17100000,25000000,0.68,5.3,1.85,
2002,99,11,43764,22554,1,291,17266505,30000000,0.58,5.4,2.35,0
2010,112,380,143368,31278,0,215,32357532,30000000,1.08,6.7,1.85,
2007,108,50,65628,16722,1,262,16930884,30000000,0.56,5.9,2.35,0
2005,126,51,32815,20563,4,214,18324242,35000000,0.52,7.3,2.35,
2004,98,41,45775,18085,5,112,16323969,40000000,0.41,5.5,1.85,462000
2009,104,165,79517,2222,0,354,16999046,26000000,0.65,5.8,1.85,
1986,110,8,33669,3000,1,269,16295774,35000000,0.47,4.6,1.85,0
2008,130,149,53053,5101,0,132,15709385,30000000,0.52,6.7,1.85,
2005,93,2,28606,2178,0,262,14888028,30000000,0.50,5.1,2.35,0
2003,96,0,11520,977,2,105,14208384,30000000,0.47,5.6,1.85,
2004,114,118,44979,679,0,298,12831121,30000000,0.43,7,2.35,0
2011,106,44,85024,1393,1,242,18298649,30000000,0.61,6.4,1.85,
2005,150,0,70771,27829,0,671,12712093,30000000,0.42,6.7,2.35,0
1999,100,38,14747,2497,3,338,11576087,30000000,0.39,4.1,2.35,
1999,100,277,11003,22006,0,148,11900000,30000000,0.40,5.5,1.85,654000
2009,100,70,56451,1100,0,524,9353573,45000000,0.21,2.7,2.35,
2013,107,419,114241,1643,2,258,12026670,45000000,0.27,6.4,2.35,24000
2004,102,6,22449,23352,1,191,14334645,25000000,0.57,4.8,2.35,
2004,101,3,30092,842,0,129,12189514,23000000,0.53,6.1,2.35,0
2011,86,6,9682,5393,0,38,10134754,30000000,0.34,4.8,1.85,
2005,108,529,24033,11519,3,152,8535575,30000000,0.28,7,2.35,0
2009,123,0,126307,11769,1,210,7689458,40000000,0.19,6.8,1.85,
2013,88,65,52069,5706,3,95,19316646,30000000,0.64,5.6,2.35,0
2001,109,29,25558,1297,2,221,10965209,30000000,0.37,6.1,2.35,
1989,122,380,101888,32930,3,365,26830000,18000000,1.49,7.9,1.85,0
1984,251,0,221000,24719,8,495,5300000,30000000,0.18,8.4,1.85,
2013,118,76,54147,4253,2,127,10880926,30000000,0.36,6.5,2.35,0
2004,131,53,29715,16252,3,161,3752725,18000000,0.21,7.1,2.35,
2002,109,277,9004,2759,0,103,3517797,25000000,0.14,6.6,1.85,287000
2006,88,108,23864,1518,1,142,2975649,30000000,0.10,7,2.35,
2005,103,45,8215,949,0,132,668171,60000000,0.01,5.6,2.35,445000
2006,87,23,38503,4473,4,180,480314,21000000,0.02,4.8,2.35,
2007,160,181,136104,22516,0,415,3904982,30000000,0.13,7.5,2.35,0
2011,121,0,4670,1887,0,27,127437,18000000,0.01,6,2.35,
2011,129,395,52972,19620,1,124,537580,30000000,0.02,6.8,2.35,21000
2015,115,0,97697,13159,8,185,183436380,29000000,6.33,6.5,1.85,
2005,153,446,188637,1383,0,815,119518352,28000000,4.27,7.9,2.39,11000
2000,128,0,44816,5404,3,259,37036404,30000000,1.23,6.4,1.85,
1997,89,12,16222,2056,0,39,22359293,29000000,0.77,5.8,1.85,0
2008,122,2000,88682,6161,1,241,18593156,35000000,0.53,7.7,2.35,
2002,99,71,14315,4169,2,101,16930185,29000000,0.58,5.3,1.85,21000
2016,99,265,16984,23562,1,96,63034755,29000000,2.17,5.3,1.85,
1987,147,0,9913,18855,0,51,5899797,29000000,0.20,7.5,2.35,0
1999,112,759,8134,17873,4,123,4554569,28000000,0.16,6.9,2.35,
2004,88,64,28632,2567,0,214,17016190,12000000,1.42,4.9,1.85,0
2005,94,11,92850,5085,0,263,6301131,29000000,0.22,7.1,2.35,
1992,90,63,260939,52970,0,244,217350219,28000000,7.76,8,1.33,0
2015,167,473,119928,2702,0,331,161029270,28000000,5.75,7.9,2.35,
1984,118,14000,329969,11898,2,524,179870271,28000000,6.42,7.6,2.35,0
1998,83,5,14005,3438,0,67,100491683,24000000,4.19,5.9,1.85,
2001,104,93,59232,17109,0,317,74058698,60000000,1.23,6.3,2.35,0
2003,102,0,130094,46186,1,471,55845943,29000000,1.93,6.4,1.78,
1988,131,323,592582,40585,0,722,81350242,28000000,2.91,8.2,2.35,25000
2008,101,136,195255,3400,1,170,67266300,28000000,2.40,6.9,1.85,
2015,130,285,182983,57308,4,374,70235322,28000000,2.51,7.8,2.35,99000
2009,120,0,24663,1500,12,71,7443007,30000000,0.25,6.7,1.85,
2004,135,149,36636,1845,0,289,64371181,28000000,2.30,7.5,2.4,0
2004,110,0,194422,10438,0,1057,58885635,26000000,2.26,7.4,2.35,
2001,103,163,61317,17533,2,229,60400856,35000000,1.73,5.2,2.35,0
2001,110,0,209133,14609,1,962,52353636,21000000,2.49,7.6,2.35,
2003,91,446,177828,3969,0,714,51475962,30000000,1.72,7.3,2.35,11000
2013,105,226,106755,35694,2,173,63910583,28000000,2.28,6.6,2.35,
1981,127,46,72085,2118,1,263,62300000,28000000,2.23,6.8,2.35,2000
2001,82,23,85423,37,0,374,49968653,28000000,1.78,6.9,1.85,
1994,99,0,44394,2010,1,115,44450000,27000000,1.65,5.8,2.35,0
2001,90,0,201084,34565,0,523,45162741,28000000,1.61,6.6,2.35,
2013,115,529,78008,1554,0,160,71346930,28000000,2.55,6.7,2.35,23000
1993,96,197,60494,1275,0,132,39514713,28000000,1.41,6.7,1.85,
2007,104,96,59068,3497,2,128,43097652,28000000,1.54,6.3,2.35,0
2010,117,905,435864,2357,1,801,48043505,30000000,1.60,7.7,2.35,
2011,83,181,77935,1987,3,122,37053924,28000000,1.32,6.1,2.35,0
2000,99,71,27378,23344,0,365,33000377,28000000,1.18,4.9,2.35,
2014,81,44,29738,47677,6,85,66950483,28000000,2.39,6.2,2.39,12000
2005,135,456,193455,1083,2,1058,38372662,28000000,1.37,7.8,2.35,
1982,117,0,461609,13877,2,1168,27000000,28000000,0.96,8.2,2.35,34000
1995,139,105,34427,16125,1,126,31600000,28000000,1.13,6.9,2.35,
2014,123,368,69355,1286,0,211,30688364,28000000,1.10,6.2,2.35,1000
