movie title,Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
Where the Truth Lies,2005,107,460,14982,16090,2,128," $871,527 "," $25,000,000 ", 0.03 ,6.5,2.35,57000
Without Limits,1998,117,162,5841,4351,0,57," $777,423 "," $25,000,000 ", 0.03 ,7.2,2.35,
Me and Orson Welles,2008,107,0,9264,1591,3,69," $1,186,957 "," $25,000,000 ", 0.05 ,6.8,2.35,0
The Best Offer,2013,131,911,69676,5954,2,131," $85,433 "," $13,500,000 ", 0.01 ,7.8,2.35,
Bad Lieutenant: Port of Call New Orleans,2009,122,0,64944,13809,2,212," $1,697,956 "," $20,000,000 ", 0.08 ,6.7,1.85,6000
Little White Lies,2010,134,0,18395,890,6,48," $183,662 "," $25,000,000 ", 0.01 ,7.1,2.35,
Love Ranch,2010,117,138,2395,3204,9,17," $134,904 "," $25,000,000 ", 0.01 ,5.7,1.78,636000
The Counselor,2013,138,0,80861,27797,4,431," $16,969,390 "," $25,000,000 ", 0.68 ,5.3,2.35,
Kung Fu Killer,2014,100,3,5900,285,2,26," $129,115 "," $25,000,000 ", 0.01 ,6.5,2.35,0
Dangerous Liaisons,1988,119,350,52846,35501,2,143," $34,700,000 "," $14,000,000 ", 2.48 ,7.7,1.85,
On the Road,2012,137,179,33107,33747,4,128," $717,753 "," $25,000,000 ", 0.03 ,6.1,2.35,27000
Star Trek IV: The Voyage Home,1986,119,12000,61621,15449,5,219," $109,713,132 "," $25,000,000 ", 4.39 ,7.3,2.35,
Rocky Balboa,2006,139,13000,162130,15111,0,962," $70,269,171 "," $24,000,000 ", 2.93 ,7.2,1.85,0
Point Break,2015,114,19,33958,3962,1,163," $28,772,222 "," $105,000,000 ", 0.27 ,5.3,2.35,
Scream 2,1997,120,0,124941,2321,5,488," $101,334,374 "," $24,000,000 ", 4.22 ,6.1,2.35,0
Jane Got a Gun,2016,98,149,8885,21414,0,56," $1,512,815 "," $25,000,000 ", 0.06 ,5.8,2.35,
Think Like a Man Too,2014,106,167,15310,4830,8,38," $65,182,182 "," $24,000,000 ", 2.72 ,5.7,2.35,3000
The Whole Nine Yards,2000,98,36,90374,17582,4,318," $57,262,492 "," $24,000,000 ", 2.39 ,6.7,1.85,
Footloose,1984,107,71,51459,1962,0,113," $80,000,000 "," $8,200,000 ", 9.76 ,6.5,1.85,0
Old School,2003,88,480,185258,10325,4,404," $74,608,545 "," $24,000,000 ", 3.11 ,7.2,2.35,
The Fisher King,1991,137,0,63274,12947,1,170," $41,895,491 "," $24,000,000 ", 1.75 ,7.6,1.85,12000
I Still Know What You Did Last Summer,1998,100,41,55398,49847,2,418," $39,989,008 "," $24,000,000 ", 1.67 ,4.6,2.35,
Return to Me,2000,115,597,16469,3946,1,275," $32,662,299 "," $24,000,000 ", 1.36 ,6.9,1.85,0
Zack and Miri Make a Porno,2008,101,0,149835,638,7,243," $31,452,765 "," $24,000,000 ", 1.31 ,6.6,1.85,
Nurse Betty,2000,110,119,30119,12254,4,263," $25,167,270 "," $24,000,000 ", 1.05 ,6.3,2.35,455000
The Men Who Stare at Goats,2009,94,293,109620,32474,0,268," $32,416,109 "," $25,000,000 ", 1.30 ,6.2,2.35,
Double Take,2001,88,269,5431,2557,2,50," $20,218 "," $24,000,000 ", 0.00 ,5.3,2.35,24000
"Girl, Interrupted",1999,127,446,125421,13433,0,385," $28,871,190 "," $24,000,000 ", 1.20 ,7.3,1.85,
Win a Date with Tad Hamilton!,2004,95,126,22844,4681,1,140," $16,964,743 "," $24,000,000 ", 0.71 ,5.6,2.35,876000
Muppets from Space,1999,87,25,14637,3243,0,100," $16,290,976 "," $24,000,000 ", 0.68 ,6.2,1.85,
The Wiz,1978,118,0,10895,1458,0,150," $13,000,000 "," $24,000,000 ", 0.54 ,5.2,1.85,0
Ready to Rumble,2000,107,48,11709,4971,1,101," $12,372,410 "," $24,000,000 ", 0.52 ,5.3,1.85,
Play It to the Bone,1999,124,41,10100,1523,0,59," $8,427,204 "," $24,000,000 ", 0.35 ,5.4,2.35,153000
I Don't Know How She Does It,2011,89,41,16437,5470,0,68," $9,639,242 "," $24,000,000 ", 0.40 ,4.9,1.85,
Piranha 3D,2010,88,192,72552,5737,0,374," $25,003,072 "," $24,000,000 ", 1.04 ,5.5,2.35,13000
Beyond the Sea,2004,118,18000,12821,23689,1,248," $6,144,806 "," $23,000,000 ", 0.27 ,6.7,2.35,
The Princess and the Cobbler,1993,80,18,2541,1088,0,47," $669,276 "," $28,000,000 ", 0.02 ,7.2,2.35,48000
The Bridge of San Luis Rey,2004,120,6,2919,23769,3,50," $42,880 "," $24,000,000 ", 0.00 ,5.1,1.85,
Faster,2010,98,88,80574,14699,1,157," $23,225,911 "," $24,000,000 ", 0.97 ,6.5,2.35,12000
Howl's Moving Castle,2004,119,6000,214091,24263,0,330," $4,710,455 "," $24,000,000 ", 0.20 ,8.2,1.85,
Zombieland,2009,88,181,386217,28011,4,553," $75,590,286 "," $23,600,000 ", 3.20 ,7.7,2.35,26000
King Kong,2005,201,0,316020,7122,0,2618," $218,051,260 "," $207,000,000 ", 1.05 ,7.2,2.35,
The Waterboy,1998,90,153,119450,13823,0,300," $161,487,252 "," $20,000,000 ", 8.07 ,6.1,1.85,0
Star Wars: Episode V - The Empire Strikes Back,1980,127,883,837759,12643,0,900," $290,158,751 "," $18,000,000 ", 16.12 ,8.8,2.35,
Bad Boys,1995,119,0,172405,11013,0,203," $65,807,024 "," $19,000,000 ", 3.46 ,6.8,1.85,0
The Naked Gun 2½: The Smell of Fear,1991,85,119,83269,3847,6,87," $86,930,411 "," $23,000,000 ", 3.78 ,6.8,1.85,
Final Destination,2000,98,70,181058,3345,1,674," $53,302,314 "," $23,000,000 ", 2.32 ,6.7,1.85,0
The Ides of March,2011,101,0,188652,57077,1,288," $40,962,534 "," $12,500,000 ", 3.28 ,7.1,2.35,
Pitch Black,2000,112,123,193962,16196,0,805," $39,235,088 "," $23,000,000 ", 1.71 ,7.1,2.35,5000
Someone Like You...,2001,97,956,19709,20798,3,167," $27,338,033 "," $23,000,000 ", 1.19 ,6.1,1.85,
Her,2013,126,0,355126,19359,1,748," $25,556,065 "," $23,000,000 ", 1.11 ,8,1.85,148000
Eddie the Eagle,2016,106,452,32513,21195,3,119," $15,785,632 "," $23,000,000 ", 0.69 ,7.5,2.35,
Joy Ride,2001,97,131,53415,23242,2,339," $21,973,182 "," $23,000,000 ", 0.96 ,6.6,2.35,0
The Adventurer: The Curse of the Midas Box,2013,100,3,4191,2450,4,32," $4,756 "," $25,000,000 ", 0.00 ,5.4,2.35,
Anywhere But Here,1999,114,61,14786,22040,2,103," $18,653,615 "," $23,000,000 ", 0.81 ,6.1,2.35,638000
Chasing Liberty,2004,101,3,30092,829,0,129," $12,189,514 "," $23,000,000 ", 0.53 ,6.1,2.35,
The Crew,2000,88,12,3914,1509,4,47," $13,019,253 "," $23,000,000 ", 0.57 ,5.6,1.85,153000
Haywire,2011,93,0,72646,31187,5,397," $18,934,858 "," $23,000,000 ", 0.82 ,5.8,2.35,
Jaws: The Revenge,1987,92,114,30840,2355,0,383," $20,763,013 "," $23,000,000 ", 0.90 ,2.8,2.35,0
Marvin's Room,1996,98,4,20163,63194,2,71," $12,782,508 "," $23,000,000 ", 0.56 ,6.7,1.85,
The Longshots,2008,94,258,3174,2453,2,19," $11,508,423 "," $23,000,000 ", 0.50 ,5.1,2.35,376000
The End of the Affair,1999,102,277,17740,672,0,165," $10,660,147 "," $23,000,000 ", 0.46 ,7.2,1.85,
Harley Davidson and the Marlboro Man,1991,98,23,14473,3671,2,81," $7,434,726 "," $23,000,000 ", 0.32 ,6,1.85,0
Coco Before Chanel,2009,111,105,32003,735,1,65," $6,109,075 "," $19,430,000 ", 0.31 ,6.7,2.35,
Chéri,2009,100,350,8924,365,1,43," $2,708,188 "," $23,000,000 ", 0.12 ,6.2,2.35,0
Vanity Fair,2004,141,300,17373,1618,2,148," $16,123,851 "," $23,000,000 ", 0.70 ,6.2,2.35,
1408,2007,114,101,209396,214,0,580," $71,975,611 "," $25,000,000 ", 2.88 ,6.8,2.35,11000
Spaceballs,1987,96,0,136667,2936,2,273," $38,119,483 "," $22,700,000 ", 1.68 ,7.1,1.85,
The Water Diviner,2014,111,0,53341,1795,0,185," $4,190,530 "," $22,500,000 ", 0.19 ,7.1,2.35,18000
Ghost,1990,127,109,154199,3100,0,252," $217,631,306 "," $22,000,000 ", 9.89 ,7,1.85,
There's Something About Mary,1998,107,101,247289,4664,1,611," $176,483,808 "," $23,000,000 ", 7.67 ,7.1,1.85,0
The Santa Clause,1994,97,11,64742,2790,0,111," $144,833,357 "," $22,000,000 ", 6.58 ,6.4,1.85,
The Rookie,2002,127,102,26434,6657,0,174," $75,597,042 "," $20,000,000 ", 3.78 ,7,2.35,0
The Game Plan,2007,110,99,44021,15170,0,83," $90,636,983 "," $22,000,000 ", 4.12 ,6.2,2.35,
The Bridges of Madison County,1995,135,16000,54631,27237,0,192," $70,960,517 "," $35,000,000 ", 2.03 ,7.5,1.85,0
The Animal,2001,84,42,47383,1203,1,132," $55,762,229 "," $22,000,000 ", 2.53 ,4.8,1.85,
The Hundred-Foot Journey,2014,122,529,52894,1484,3,185," $54,235,441 "," $22,000,000 ", 2.47 ,7.3,2.35,55000
The Net,1995,114,34,48909,1725,0,166," $50,728,000 "," $22,000,000 ", 2.31 ,5.8,1.85,
I Am Sam,2001,132,24,121937,3152,0,431," $40,270,895 "," $22,000,000 ", 1.83 ,7.6,1.85,15000
Son of God,2014,170,25,15448,775,1,174," $59,696,176 "," $22,000,000 ", 2.71 ,5.6,2.35,
Underworld,2003,133,235,208092,1777,0,806," $51,483,949 "," $22,000,000 ", 2.34 ,7,2.35,0
Derailed,2005,112,101,62584,2019,2,375," $36,020,063 "," $22,000,000 ", 1.64 ,6.6,2.35,
The Informant!,2009,108,0,52888,16031,1,175," $33,313,582 "," $21,000,000 ", 1.59 ,6.5,1.85,0
Shadowlands,1993,115,0,13455,13619,0,87," $25,842,000 "," $22,000,000 ", 1.17 ,7.4,2.35,
Deuce Bigalow: European Gigolo,2005,83,2,41239,1729,0,166," $22,264,487 "," $22,000,000 ", 1.01 ,4.6,1.85,887000
Delivery Man,2013,105,31,59805,1006,10,95," $30,659,817 "," $26,000,000 ", 1.18 ,6.4,2.35,
Victor Frankenstein,2015,110,118,28621,12876,2,91," $5,773,519 "," $40,000,000 ", 0.14 ,6,2.35,11000
Saving Silverman,2001,96,221,33287,664,1,201," $19,351,569 "," $22,000,000 ", 0.88 ,5.9,1.85,
Diary of a Wimpy Kid: Dog Days,2012,94,42,15665,3153,2,35," $49,002,815 "," $22,000,000 ", 2.23 ,6.4,2.35,0
Summer of Sam,1999,142,0,31227,5386,0,354," $19,283,782 "," $22,000,000 ", 0.88 ,6.6,1.85,
Jay and Silent Bob Strike Back,2001,104,0,128593,11632,5,867," $30,059,386 "," $22,000,000 ", 1.37 ,6.9,2.35,0
The Island,2005,136,0,263336,34838,1,899," $35,799,026 "," $126,000,000 ", 0.28 ,6.9,2.35,
The Glass House,2001,106,12,25462,4239,1,200," $17,951,431 "," $30,000,000 ", 0.60 ,5.8,2.35,84000
"Hail, Caesar!",2016,106,1000,60926,38494,5,302," $29,997,095 "," $22,000,000 ", 1.36 ,6.4,1.85,
Josie and the Pussycats,2001,98,4,18900,3769,0,242," $14,252,830 "," $22,000,000 ", 0.65 ,5.3,1.85,0
Homefront,2013,100,39,82804,39989,1,154," $19,783,777 "," $22,000,000 ", 0.90 ,6.5,2.35,
The Little Vampire,2000,95,34,7242,2216,1,38," $13,555,988 "," $22,000,000 ", 0.62 ,5.7,1.85,0
I Heart Huckabees,2004,107,737,56813,8094,11,381," $12,784,713 "," $22,000,000 ", 0.58 ,6.7,2.35,
RoboCop 3,1993,104,87,35018,3148,0,180," $10,696,210 "," $23,500,000 ", 0.46 ,3.9,1.85,716000
Megiddo: The Omega Code 2,2001,104,53,2253,4221,0,111," $5,974,653 "," $22,000,000 ", 0.27 ,4.1,1.85,
Darling Lili,1970,143,688,1547,788,2,50," $5,000,000 "," $25,000,000 ", 0.20 ,6.2,2.35,14000
Dudley Do-Right,1999,77,37,8176,5568,0,77," $9,694,105 "," $22,000,000 ", 0.44 ,3.8,2.35,
The Transporter Refueled,2015,96,11,26767,1411,0,121," $16,027,866 "," $25,000,000 ", 0.64 ,5.1,2.35,0
Black Book,2006,145,719,59507,2590,1,232," $4,398,392 "," $21,000,000 ", 0.21 ,7.8,2.35,
Joyeux Noel,2005,116,13,21394,773,0,147," $1,050,445 "," $22,000,000 ", 0.05 ,7.8,2.35,11000
Hit and Run,2012,100,21,29322,15922,5,104," $13,746,550 "," $2,000,000 ", 6.87 ,6.1,2.35,
Mad Money,2008,104,144,16831,2453,3,54," $20,668,843 "," $22,000,000 ", 0.94 ,5.8,2.35,687000
Before I Go to Sleep,2014,92,17,48873,14617,1,105," $2,963,012 "," $22,000,000 ", 0.13 ,6.3,2.35,
Stone,2010,105,43,34985,37766,1,135," $1,796,024 "," $22,000,000 ", 0.08 ,5.4,2.35,0
Molière,2007,120,2,5166,1651,1,27," $634,277 "," $16,000,000 ", 0.04 ,7.3,2.35,
Out of the Furnace,2013,116,108,83171,24134,0,231," $11,326,836 "," $22,000,000 ", 0.51 ,6.8,2.35,17000
Michael Clayton,2007,119,209,133367,3284,0,363," $49,024,969 "," $25,000,000 ", 1.96 ,7.3,2.35,
My Fellow Americans,1996,101,88,12278,4629,3,71," $22,294,341 "," $21,500,000 ", 1.04 ,6.5,1.85,758000
Arlington Road,1999,117,89,69980,13576,1,591," $24,362,501 "," $21,500,000 ", 1.13 ,7.2,2.35,
To Rome with Love,2012,112,11000,67893,1205,0,163," $16,684,352 "," $17,000,000 ", 0.98 ,6.3,1.85,18000
Firefox,1982,136,16000,19832,16805,1,98," $46,700,000 "," $21,000,000 ", 2.22 ,5.9,2.35,
South Park: Bigger Longer & Uncut,1999,81,406,162037,3003,1,928," $52,008,288 "," $21,000,000 ", 2.48 ,7.8,1.85,0
Death at a Funeral,2007,87,0,89547,24324,0,199," $8,579,684 "," $9,000,000 ", 0.95 ,7.4,1.85,
Teenage Mutant Ninja Turtles III,1993,96,8,25086,1254,0,87," $42,660,000 "," $17,000,000 ", 2.51 ,4.8,1.85,1000
Hardball,2001,106,48,22649,18630,3,131," $40,219,708 "," $21,000,000 ", 1.92 ,6.3,1.85,
Silver Linings Playbook,2012,122,737,533607,72115,0,692," $132,088,910 "," $21,000,000 ", 6.29 ,7.8,2.35,117000
Freedom Writers,2007,123,98,52533,3994,1,235," $36,581,633 "," $21,000,000 ", 1.74 ,7.5,1.85,
The Transporter,2002,92,255,237248,27572,0,460," $25,296,447 "," $21,000,000 ", 1.20 ,6.8,2.35,0
Never Back Down,2008,110,65,80556,4089,1,184," $24,848,292 "," $20,000,000 ", 1.24 ,6.6,2.35,
The Rage: Carrie 2,1999,104,52,13065,3162,1,253," $17,757,087 "," $21,000,000 ", 0.85 ,4.6,1.85,897000
Away We Go,2009,98,0,45992,1997,2,115," $9,430,988 "," $17,000,000 ", 0.55 ,7.1,2.35,
Swing Vote,2008,120,0,15079,6212,1,79," $16,284,360 "," $21,000,000 ", 0.78 ,6.1,2.35,1000
Moonlight Mile,2002,112,52,11983,16692,3,147," $6,830,957 "," $21,000,000 ", 0.33 ,6.7,2.35,
Tinker Tailor Soldier Spy,2011,127,140,149066,46241,1,517," $24,104,113 "," $20,000,000 ", 1.21 ,7.1,2.35,24000
Molly,1999,102,18,2295,1562,1,40," $15,593 "," $21,000,000 ", 0.00 ,5.8,1.85,
The Beaver,2011,91,0,39764,34705,0,148," $958,319 "," $21,000,000 ", 0.05 ,6.7,2.35,17000
The Best Little Whorehouse in Texas,1982,114,19,7748,3688,2,48," $69,700,000 "," $35,000,000 ", 1.99 ,5.8,2.35,
eXistenZ,1999,115,0,77493,2990,0,527," $2,840,417 "," $31,000,000 ", 0.09 ,6.8,1.85,6000
Raiders of the Lost Ark,1981,115,14000,661017,12906,1,771," $242,374,454 "," $18,000,000 ", 13.47 ,8.5,2.35,
Home Alone 2: Lost in New York,1992,120,0,200077,7860,2,189," $173,585,516 "," $18,000,000 ", 9.64 ,6.6,1.85,0
Close Encounters of the Third Kind,1977,135,14000,139288,1591,0,339," $128,300,000 "," $19,400,870 ", 6.61 ,7.7,2.35,
Pulse,2006,90,2,24969,19952,0,258," $20,259,297 "," $20,000,000 ", 1.01 ,4.7,2.35,0
Beverly Hills Cop II,1987,100,12000,84824,4121,1,95," $153,665,036 "," $28,000,000 ", 5.49 ,6.4,2.35,
Bringing Down the House,2003,105,163,30058,2505,2,236," $132,541,238 "," $33,000,000 ", 4.02 ,5.5,2.35,8000
The Silence of the Lambs,1991,138,438,887467,13184,0,916," $130,727,000 "," $19,000,000 ", 6.88 ,8.6,1.85,
Wayne's World,1992,94,122,114610,4263,2,176," $121,697,350 "," $20,000,000 ", 6.08 ,7,1.85,0
Jackass 3D,2010,101,79,47794,1787,1,81," $117,224,271 "," $20,000,000 ", 5.86 ,7.1,1.78,
Jaws 2,1978,131,82,51314,1520,0,265," $102,922,376 "," $20,000,000 ", 5.15 ,5.7,2.35,0
Beverly Hills Chihuahua,2008,91,67,17829,4729,1,99," $94,497,271 "," $20,000,000 ", 4.72 ,3.7,2.35,
The Conjuring,2013,112,0,300110,9049,0,807," $137,387,272 "," $20,000,000 ", 6.87 ,7.5,2.35,131000
Are We There Yet?,2005,95,32,22679,3558,2,149," $82,301,521 "," $32,000,000 ", 2.57 ,4.6,1.85,
Tammy,2014,100,265,35965,2654,0,144," $84,518,155 "," $20,000,000 ", 4.23 ,4.9,1.85,11000
Disturbia,2007,105,154,186984,2287,0,491," $80,050,171 "," $20,000,000 ", 4.00 ,6.9,1.85,
School of Rock,2003,108,0,210680,4403,1,479," $81,257,845 "," $35,000,000 ", 2.32 ,7.1,1.85,0
Mortal Kombat,1995,101,545,81783,3816,0,283," $70,360,285 "," $18,000,000 ", 3.91 ,5.8,1.85,
Wicker Park,2004,114,118,44979,679,0,298," $12,831,121 "," $30,000,000 ", 0.43 ,7,2.35,0
White Chicks,2004,109,322,98794,6313,4,251," $69,148,997 "," $37,000,000 ", 1.87 ,5.4,1.85,
The Descendants,2011,115,729,205284,9578,0,439," $82,624,961 "," $20,000,000 ", 4.13 ,7.3,2.35,22000
Holes,2003,117,99,58222,1293,0,331," $67,325,559 "," $20,000,000 ", 3.37 ,7.1,1.85,
The Last Song,2010,107,30,62421,2341,1,185," $62,933,793 "," $20,000,000 ", 3.15 ,5.8,2.35,1000
12 Years a Slave,2013,134,0,439176,4251,0,695," $56,667,870 "," $20,000,000 ", 2.83 ,8.1,2.35,
Drumline,2002,118,30,28649,2390,0,185," $56,398,162 "," $20,000,000 ", 2.82 ,5.7,2.35,2000
Why Did I Get Married Too?,2010,121,0,7664,6657,8,68," $60,072,596 "," $20,000,000 ", 3.00 ,4.4,1.85,
Edward Scissorhands,1990,105,13000,357581,42330,0,588," $56,362,352 "," $20,000,000 ", 2.82 ,7.9,1.85,16000
Me Before You,2016,110,17,44723,21852,0,130," $56,154,094 "," $20,000,000 ", 2.81 ,7.6,2.35,
Madea's Witness Protection,2012,114,0,7354,2753,5,50," $65,623,128 "," $20,000,000 ", 3.28 ,4.8,1.85,0
Date Movie,2006,85,64,50415,6539,0,613," $48,546,578 "," $20,000,000 ", 2.43 ,2.7,1.85,
Return to Never Land,2002,72,2,13324,3402,1,79," $48,423,368 "," $20,000,000 ", 2.42 ,5.8,1.66,32000
Selma,2014,128,151,61114,3869,0,212," $52,066,000 "," $20,000,000 ", 2.60 ,7.5,2.35,
The Jungle Book 2,2003,72,0,11634,4480,0,58," $47,887,943 "," $20,000,000 ", 2.39 ,5.4,1.85,227000
Boogeyman,2005,89,19,25960,1383,0,389," $46,363,118 "," $20,000,000 ", 2.32 ,4.1,1.85,
Premonition,2007,96,9,62364,1825,0,337," $47,852,604 "," $20,000,000 ", 2.39 ,5.9,2.35,0
The Tigger Movie,2000,77,25,13319,575,0,53," $45,542,421 "," $30,000,000 ", 1.52 ,6.3,1.78,
Max,2015,111,132,18915,2851,0,87," $42,652,003 "," $20,000,000 ", 2.13 ,6.8,2.35,33000
Epic Movie,2007,93,82,89687,4293,11,666," $39,737,645 "," $20,000,000 ", 1.99 ,2.3,1.85,
Conan the Barbarian,1982,129,468,113068,2024,0,337," $37,567,440 "," $20,000,000 ", 1.88 ,6.9,2.35,0
Spotlight,2015,128,310,195333,1058,2,409," $44,988,180 "," $20,000,000 ", 2.25 ,8.1,1.85,
Lakeview Terrace,2008,110,119,40469,2382,1,135," $39,263,506 "," $22,000,000 ", 1.78 ,6.1,2.35,0
The Grudge 2,2006,137,70,38658,5746,0,284," $39,143,839 "," $20,000,000 ", 1.96 ,5,1.85,
How Stella Got Her Groove Back,1998,124,8,5427,1660,1,51," $37,672,350 "," $20,000,000 ", 1.88 ,5.5,1.85,0
Bill & Ted's Bogus Journey,1991,93,12,49680,20188,2,117," $38,037,513 "," $20,000,000 ", 1.90 ,6.2,1.85,
Man of the Year,2006,115,272,28005,52571,1,236," $37,442,180 "," $20,000,000 ", 1.87 ,6.2,2.35,0
The American,2010,105,210,79461,1454,1,463," $35,596,227 "," $20,000,000 ", 1.78 ,6.3,2.35,
Selena,1997,127,16,19126,1735,1,155," $35,422,828 "," $20,000,000 ", 1.77 ,6.7,2.35,0
Vampires Suck,2010,82,82,39095,2898,7,187," $36,658,108 "," $20,000,000 ", 1.83 ,3.5,1.85,
Babel,2006,143,0,243799,11248,3,908," $34,300,771 "," $25,000,000 ", 1.37 ,7.5,1.85,0
This Is Where I Leave You,2014,103,189,54242,4662,8,145," $34,290,142 "," $19,800,000 ", 1.73 ,6.6,2.35,
Doubt,2008,104,53,99236,33903,0,321," $33,422,556 "," $20,000,000 ", 1.67 ,7.5,1.85,0
Team America: World Police,2004,98,406,136048,2609,5,700," $32,774,834 "," $30,000,000 ", 1.09 ,7.2,2.35,
Texas Chainsaw 3D,2013,92,34,35131,1945,0,255," $34,334,256 "," $11,000,000 ", 3.12 ,4.8,2.35,16000
Copycat,1995,123,36,42315,12338,0,140," $32,051,917 "," $20,000,000 ", 1.60 ,6.6,2.35,
Scary Movie 5,2013,88,92,50337,34319,8,177," $32,014,289 "," $20,000,000 ", 1.60 ,3.5,1.85,13000
Milk,2008,128,835,136673,13189,1,281," $31,838,002 "," $20,000,000 ", 1.59 ,7.6,1.85,
Risen,2016,107,58,12276,389,2,117," $36,874,745 "," $20,000,000 ", 1.84 ,6.3,2.35,21000
Ghost Ship,2002,91,17,75920,1083,0,474," $30,079,316 "," $35,000,000 ", 0.86 ,5.5,1.85,
A Very Harold & Kumar 3D Christmas,2011,90,12,55008,2462,4,93," $35,033,759 "," $19,000,000 ", 1.84 ,6.3,2.35,21000
Wild Things,1998,115,39,90677,14275,3,389," $29,753,944 "," $20,000,000 ", 1.49 ,6.5,2.35,
The Debt,2010,113,108,55441,1136,3,165," $31,146,570 "," $20,000,000 ", 1.56 ,6.9,2.35,0
High Fidelity,2000,113,350,143137,3141,0,602," $27,277,055 "," $20,000,000 ", 1.36 ,7.6,1.85,
One Missed Call,2008,87,2,26624,1834,1,189," $26,876,529 "," $27,000,000 ", 1.00 ,3.9,1.85,0
Eye for an Eye,1996,101,154,9845,3174,1,77," $53,146,000 "," $20,000,000 ", 2.66 ,6.1,1.85,
The Bank Job,2008,111,79,152247,27755,0,189," $30,028,592 "," $20,000,000 ", 1.50 ,7.3,2.35,0
Eternal Sunshine of the Spotless Mind,2004,108,1000,666937,19364,1,1514," $34,126,138 "," $20,000,000 ", 1.71 ,8.3,1.85,
You Again,2010,105,99,41273,4813,6,136," $25,677,801 "," $20,000,000 ", 1.28 ,5.8,2.35,0
Street Kings,2008,109,453,94892,33878,4,189," $26,415,649 "," $20,000,000 ", 1.32 ,6.8,2.35,
The World's End,2013,109,1000,185587,278,6,401," $26,003,149 "," $20,000,000 ", 1.30 ,7,2.35,49000
Nancy Drew,2007,99,26,15877,3327,5,102," $25,584,685 "," $20,000,000 ", 1.28 ,5.9,2.35,
Daybreakers,2009,98,35,105797,189,0,281," $29,975,979 "," $20,000,000 ", 1.50 ,6.5,2.35,0
She's Out of My League,2010,104,14,101730,5707,1,131," $31,584,722 "," $20,000,000 ", 1.58 ,6.4,2.35,
Monte Carlo,2011,109,15,32951,4257,3,44," $23,179,303 "," $20,000,000 ", 1.16 ,5.8,1.85,6000
Stay Alive,2006,75,19,25870,3590,0,281," $23,078,294 "," $9,000,000 ", 2.56 ,5.1,2.35,
Quigley Down Under,1990,119,23,15230,45841,1,97," $21,413,105 "," $20,000,000 ", 1.07 ,6.8,2.35,0
Alpha and Omega,2010,90,0,10986,2486,0,84," $25,077,977 "," $20,000,000 ", 1.25 ,5.3,1.85,
The Covenant,2006,97,212,39541,3261,0,334," $23,292,105 "," $20,000,000 ", 1.16 ,5.3,2.35,3000
Shorts,2009,89,0,5332,88422,4,37," $20,916,309 "," $40,000,000 ", 0.52 ,4.9,1.85,
To Die For,1995,106,835,34774,3598,0,162," $21,200,000 "," $20,000,000 ", 1.06 ,6.8,1.85,1000
Vampires,1998,104,0,42664,5123,0,403," $20,241,395 "," $20,000,000 ", 1.01 ,6.1,2.35,
Psycho,1960,108,13000,422432,1885,2,1040," $32,000,000 "," $806,947 ", 39.66 ,8.5,1.85,18000
My Best Friend's Girl,2008,112,41,36983,3301,3,100," $19,151,864 "," $40,000,000 ", 0.48 ,5.9,1.85,
Endless Love,2014,104,19,31323,18760,0,76," $23,393,765 "," $20,000,000 ", 1.17 ,6.3,2.35,0
Georgia Rule,2007,113,0,20539,4039,3,125," $18,882,880 "," $20,000,000 ", 0.94 ,5.9,2.35,
Under the Rainbow,1981,98,15,2061,1761,0,34," $8,500,000 "," $20,000,000 ", 0.43 ,5.4,1.78,51000
Simon Birch,1998,114,160,18366,1816,2,219," $18,252,684 "," $30,000,000 ", 0.61 ,6.9,1.85,
Reign Over Me,2007,124,57,83786,17050,2,231," $19,661,987 "," $20,000,000 ", 0.98 ,7.5,2.35,0
Into the Wild,2007,148,0,426359,18752,0,760," $18,352,454 "," $15,000,000 ", 1.22 ,8.2,2.35,
School for Scoundrels,2006,108,480,26100,4374,1,97," $17,803,796 "," $20,000,000 ", 0.89 ,5.9,2.35,484000
Silent Hill: Revelation 3D,2012,95,83,49888,2173,0,220," $17,529,157 "," $20,000,000 ", 0.88 ,5,2.35,
From Dusk Till Dawn,1996,108,0,219091,23296,2,592," $25,753,840 "," $19,000,000 ", 1.36 ,7.3,1.85,12000
Pooh's Heffalump Movie,2005,68,0,4180,861,0,32," $18,081,626 "," $20,000,000 ", 0.90 ,6.4,1.85,
Home for the Holidays,1995,103,0,9105,25263,1,76," $17,518,220 "," $20,000,000 ", 0.88 ,6.6,1.85,0
Kung Fu Hustle,2004,99,0,99353,537,1,354," $17,104,669 "," $20,000,000 ", 0.86 ,7.8,2.35,
The Country Bears,2002,88,0,3875,8189,1,75," $16,988,996 "," $35,000,000 ", 0.49 ,4,1.85,422000
The Kite Runner,2007,128,395,68119,904,0,230," $15,797,907 "," $20,000,000 ", 0.79 ,7.6,2.35,
21 Grams,2003,124,0,189683,7567,0,559," $16,248,701 "," $20,000,000 ", 0.81 ,7.7,1.85,0
Paparazzi,2004,84,2,13210,2915,0,138," $15,712,072 "," $20,000,000 ", 0.79 ,5.8,2.35,
Twilight,2008,122,308,348010,44061,1,1535," $191,449,475 "," $37,000,000 ", 5.17 ,5.2,2.35,19000
