movie title,Year,color,duration,genre1,genre2,genre3,genre4,genre5,genre6,genre7,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,num_user_for_reviews,language,country,content_rating,gross,budget,Gross_to_Budget_Ratio,IMDB Score,aspect_ratio, Facebook Likes 
Johnny English Reborn,2011,Color,101,Action,Adventure,Comedy,Crime,,,,32,219,141,104,89568,661,1,assassin,chinese,conspiracy,gadget,premier,142,English,USA,PG,"$8,129,455 ","$45,000,000 ",0.18,6.3,2.35," 63,000 "
Argo,2012,Color,130,Biography,Drama,History,Thriller,,,,0,1000,660,650,452465,3133,1,1970s,cia,f word,u.s. embassy,year 1979,695,English,USA,R,"$136,019,448 ","$44,500,000 ",3.06,7.7,2.35, -   
The Fugitive,1993,Color,130,Action,Adventure,Crime,Drama,Mystery,Thriller,,99,11000,1000,812,213668,13357,1,hospital,on the run,one armed man,surgeon,u.s. marshal,270,English,USA,PG013,"$183,875,760 ","$44,000,000 ",4.18,7.8,1.85, -   
The Bounty Hunter,2010,Color,110,Action,Comedy,Romance,,,,,72,18000,1000,789,96565,21554,1,bounty hunter,death,murder,police officer,reporter,135,English,USA,PG013,"$67,061,228 ","$40,000,000 ",1.68,5.5,2.35, -   
Sleepers,1996, Black and White,147,Crime,Drama,Thriller,,,,,272,22000,11000,893,154487,37076,3,boy,guard,kicked in the crotch,prank,sexual abuse,259,English,USA,R,"$53,300,852 ","$44,000,000 ",1.21,7.5,2.35," 1,000 "
Rambo: First Blood Part II,1985,Color,96,Action,Adventure,Thriller,War,,,,170,13000,738,668,117606,15662,0,1980s,mission,prison,rambo,vietnam,217,English,USA,R,"$150,415,432 ","$44,000,000 ",3.42,6.4,2.35, -   
The Juror,1996,Color,118,Drama,Thriller,,,,,,13,23000,2000,643,13995,26907,1,breasts,mafia,sex scene,temple,woods,62,English,USA,R,"$44,834,712 ","$44,000,000 ",1.02,5.6,2.35," 1,000 "
Pinocchio,1940,Color,88,Animation,Family,Fantasy,Musical,,,,3,1000,48,40,90360,1178,0,boy,conscience,fairy,jiminy cricket,pinocchio,147,English,USA,Approved,"$84,300,000 ","$2,600,000 ",32.42,7.5,1.37," 22,000 "
Heaven's Gate,1980,Color,325,Adventure,Drama,Western,,,,,517,12000,849,678,9830,14255,0,1890s,hired gun,immigrant,johnson county war,sheriff,189,English,USA,R,"$1,500,000 ","$44,000,000 ",0.03,6.8,2.35, -   
Underworld: Evolution,2006,Color,102,Action,Adventure,Fantasy,Sci0Fi,Thriller,,,235,956,845,520,156225,2998,1,death,feud,forbidden love,vampire,werewolf,502,English,USA,R,"$62,318,875 ","$50,000,000 ",1.25,6.8,2.35, -   
Victor Frankenstein,2015,Color,110,Drama,Horror,Sci0Fi,Thriller,,,,118,11000,1000,287,28618,12876,2,assistant,experiment,frankenstein,medical student,scientist,91,English,USA,PG013,"$5,773,519 ","$40,000,000 ",0.14,6,2.35," 86,000 "
Finding Forrester,2000,Color,136,Drama,,,,,,,835,670,370,225,73006,1801,1,basketball,mentor,new york,school,writing,297,English,USA,PG013,"$51,768,623 ","$43,000,000 ",1.2,7.3,2.35, -   
28 Days,2000,Color,103,Comedy,Drama,,,,,,84,12000,10000,664,34597,23864,1,12 step program,box office hit,car accident,vomiting,wedding,194,English,USA,PG013,"$37,035,515 ","$43,000,000 ",0.86,6,1.37," 19,000 "
Unleashed,2005,Color,103,Action,Crime,Drama,Thriller,,,,255,11000,5000,5000,85198,22383,1,collar,dog,fight,fighting,piano,303,English,France,R,"$24,520,892 ","$45,000,000 ",0.54,7,2.35, -   
The Sweetest Thing,2002,Color,90,Comedy,Romance,,,,,,16,44,28,16,46158,132,3,female removes her clothes,roommate,voyeur,voyeurism,wedding,403,English,USA,R,"$24,430,272 ","$43,000,000 ",0.57,5.1,1.85," 26,000 "
The Firm,1993,Color,154,Drama,Mystery,Thriller,,,,,521,10000,1000,957,88844,14244,0,bar,fbi,law,law firm,lawyer,142,English,USA,R,"$158,348,400 ","$42,000,000 ",3.77,6.8,1.85, -   
Charlie St. Cloud,2010,Color,99,Drama,Fantasy,Romance,,,,,23,405,268,135,47364,1066,1,brother brother relationship,death of brother,ghost,seeing dead people,talking with the dead,75,English,USA,PG013,"$31,136,950 ","$44,000,000 ",0.71,6.5,2.35, -   
The Mechanic,2011,Color,93,Action,Crime,Thriller,,,,,165,26000,956,350,117999,27834,0,apprentice,disobeying orders,gas station,hitman,nightclub,181,English,USA,R,"$29,113,588 ","$40,000,000 ",0.73,6.6,2.35, -   
21 Jump Street,2012,Color,109,Action,Comedy,Crime,,,,,97,17000,971,839,408302,19968,2,narcotics,parody,police,remake,undercover cop,345,English,USA,R,"$138,447,667 ","$42,000,000 ",3.3,7.2,2.35, -   
Notting Hill,1999,Color,124,Comedy,Drama,Romance,,,,,50,8000,437,427,203269,9255,1,actress,bookstore,friend,kiss,love,602,English,UK,PG013,"$116,006,080 ","$42,000,000 ",2.76,7,2.35, -   
Chicken Run,2000,Color,84,Adventure,Animation,Comedy,Drama,Family,,,91,579,530,206,140499,1817,0,chicken,escape,farm,freedom,rooster,358,English,UK,G,"$106,793,915 ","$45,000,000 ",2.37,7,1.85," 52,000 "
Along Came Polly,2004,Color,90,Comedy,Romance,,,,,,29,22000,923,650,106909,24534,1,bride,friend,honeymoon,insurance,insurance company,268,English,USA,PG013,"$87,856,565 ","$42,000,000 ",2.09,5.9,1.85, -   
Boomerang,1992,Color,117,Comedy,Drama,Romance,,,,,71,723,558,547,20183,3841,1,advertising,battle of the sexes,dating,one word title,womanizer,41,English,USA,R,"$70,100,000 ","$40,000,000 ",1.75,5.4,1.85, -   
The Heat,2013,Color,123,Action,Comedy,Crime,,,,,176,975,815,749,133177,4825,7,drug lord,fbi,fbi agent,hospital,shot in the crotch,380,English,USA,R,"$159,578,352 ","$43,000,000 ",3.71,6.6,2.35, -   
Cleopatra,1963,Color,251,Biography,Drama,History,Romance,,,,311,940,726,595,21554,2957,2,cleopatra,egypt,epic,queen,roman empire,192,English,UK,Approved,"$57,750,000 ","$31,115,000 ",1.86,7,2.2," 1,000 "
Here Comes the Boom,2012,Color,105,Action,Comedy,Sport,,,,,153,4000,828,491,74169,6727,2,claim in title,high school,mixed martial arts,ultimate fighting championship,underdog,112,English,USA,PG,"$45,290,318 ","$42,000,000 ",1.08,6.5,1.85, -   
High Crimes,2002,Color,115,Crime,Drama,Mystery,Thriller,,,,73,11000,3000,505,30077,15571,1,defense lawyer,lawyer,marine,murder,villager,175,English,USA,PG013,"$41,543,207 ","$42,000,000 ",0.99,6.3,2.35, 743 
The Mirror Has Two Faces,1996,Color,122,Comedy,Drama,Romance,,,,,0,12000,592,292,11453,13716,0,columbia university,lecture,marriage,professor,sex,71,English,USA,PG013,"$41,252,428 ","$42,000,000 ",0.98,6.5,1.85," 10,000 "
The Mothman Prophecies,2002,Color,119,Drama,Horror,Mystery,Thriller,,,,89,650,537,395,63677,1651,0,car accident,death of wife,mothman,point pleasant west virginia,urban legend,460,English,USA,PG013,"$35,228,696 ","$32,000,000 ",1.1,6.5,2.35, 531 
Brüno,2009,Color,81,Comedy,,,,,,,119,468,442,412,119622,2134,1,austrian,fame,fashion,gay lead character,mockumentary,396,English,USA,R,"$59,992,760 ","$42,000,000 ",1.43,5.8,1.85, -   
Licence to Kill,1989,Color,133,Action,Adventure,Thriller,,,,,46,683,349,275,74009,2371,0,drug cartel,drug lord,james bond 007,personal vendetta,vengeance,317,English,UK,PG013,"$34,667,015 ","$32,000,000 ",1.08,6.6,2.35," 12,000 "
Red Riding Hood,2011,Color,100,Fantasy,Horror,Mystery,Thriller,,,,308,10000,2000,913,91151,15369,2,death,forest,love,werewolf,werewolf bite,283,English,USA,PG013,"$37,652,565 ","$42,000,000 ",0.9,5.4,2.35, -   
15 Minutes,2001,Color,120,Action,Crime,Drama,Thriller,,,,17,22000,9000,808,42547,33585,1,criminal,detective,fire,homicide,media,265,English,USA,R,"$24,375,436 ","$42,000,000 ",0.58,6.1,2.35, -   
Super Mario Bros.,1993,Color,104,Adventure,Comedy,Family,Fantasy,Sci0Fi,,,5,5000,922,687,38203,7723,0,based on video game,dinosaur,king,mario,plumber,290,English,UK,PG,"$20,915,465 ","$42,000,000 ",0.5,4,1.85, -   
Lord of War,2005,Color,122,Crime,Drama,Thriller,,,,,487,12000,43,16,248123,12076,2,1980s,arms dealer,immorality,ukrainian,warlord,437,English,USA,R,"$24,127,895 ","$50,000,000 ",0.48,7.6,2.35," 28,000 "
Hero,2002, Black and White,80,Action,Adventure,History,,,,,611,5000,643,576,149414,6229,4,china,flying,king,palace,sword,841,Mandarin,China,PG013,"$84,961 ","$31,000,000 ",0,7.9,2.35," 2,000 "
One for the Money,2012,Color,91,Action,Comedy,Crime,Romance,Thriller,,,30,922,786,497,34203,3301,1,bail bond,bounty hunter,jeans,shot in the butt,title directed by female,169,English,USA,PG013,"$26,404,753 ","$40,000,000 ",0.66,5.3,2.35," 2,000 "
The Interview,2014,Color,112,Comedy,,,,,,,133,11000,392,365,247020,12239,4,assassination attempt,communist dictatorship,dictator,exploding helicopter,finger bitten off,835,English,USA,R,"$6,105,175 ","$44,000,000 ",0.14,6.6,2.35, 593 
The Warrior's Way,2010,Color,100,Action,Fantasy,Western,,,,,19,624,489,433,22309,2056,1,bullet time,explosion,knife throwing,throwing a knife,violence,102,English,New Zealand,R,"$5,664,251 ","$45,000,000 ",0.13,6.3,2.35," 11,000 "
Micmacs,2009,Color,105,Action,Comedy,Crime,,,,,0,1000,172,52,24657,1342,4,bullet,contortionist,gag humor,human cannonball,revenge,71,French,France,R,"$1,260,917 ","$27,000,000 ",0.05,7.2,2.35," 14,000 "
8 Mile,2002,Color,110,Drama,Music,,,,,,161,1000,418,196,187181,1954,0,competition,contest,friend,self expression,white rapper,564,English,USA,R,"$116,724,075 ","$41,000,000 ",2.85,7,2.35, -   
A Knight's Tale,2001,Color,144,Action,Adventure,Romance,,,,,241,13000,3000,996,137003,18761,1,chaucer,jousting,knight,medieval times,tournament,658,English,USA,PG013,"$56,083,966 ","$65,000,000 ",0.86,6.9,2.35, -   
The Medallion,2003,Color,108,Action,Comedy,Fantasy,,,,,4,687,312,96,29861,1134,1,hong kong,interpol,medallion,ship,tough cop,132,English,Hong Kong,PG013,"$22,108,977 ","$41,000,000 ",0.54,5.2,2.35, -   
The Sixth Sense,1999,Color,107,Drama,Mystery,Thriller,,,,,0,13000,3000,766,704766,17540,0,able to see the dead,ghost,plot twist,psychic,surprise ending,2073,English,USA,PG013,"$293,501,675 ","$40,000,000 ",7.34,8.1,1.85, 451 
Man on a Ledge,2012,Color,102,Action,Crime,Thriller,,,,,20,107,81,54,125198,362,6,detective,diamond,hotel,police,rooftop,153,English,USA,PG013,"$18,600,911 ","$42,000,000 ",0.44,6.6,2.35, -   
The Big Year,2011,Color,100,Comedy,,,,,,,64,734,574,296,34809,2085,0,alaska,birding,competition,migration,storm,125,English,USA,PG,"$7,204,138 ","$41,000,000 ",0.18,6.2,2.35, 916 
The Karate Kid,1984,Color,126,Action,Drama,Family,Sport,,,,80,668,641,225,126907,2004,0,apartment,bully,fight,karate,master,235,English,USA,PG,"$90,800,000 ","$8,000,000 ",11.35,7.2,1.85, -   
American Hustle,2013,Color,138,Crime,Drama,,,,,,737,34000,23000,14000,358416,83012,5,based on true story,con artist,drunk wife,fbi investigation,scam,751,English,USA,R,"$150,117,807 ","$40,000,000 ",3.75,7.3,2.35, -   
The Proposal,2009,Color,108,Comedy,Drama,Romance,,,,,98,16000,896,723,227824,18656,1,alaska,deportation,father son relationship,male objectification,sitka alaska,273,English,USA,PG013,"$163,947,053 ","$40,000,000 ",4.1,6.7,2.35," 46,000 "
Double Jeopardy,1999,Color,105,Crime,Mystery,Thriller,,,,,78,984,489,298,56646,2129,0,blood,murder,sex scene,wrongful arrest,wrongful conviction,336,English,USA,R,"$116,735,231 ","$70,000,000 ",1.67,6.4,2.35, -   
Back to the Future Part II,1989,Color,108,Adventure,Comedy,Sci0Fi,,,,,0,1000,869,690,340085,3660,0,alternate timeline,same actor playing two characters simultaneously on screen,second part,year 2015,younger version of character,327,English,USA,PG,"$118,500,000 ","$40,000,000 ",2.96,7.8,1.85, 652 
Lucy,2014,Color,89,Action,Sci0Fi,Thriller,,,,,0,19000,11000,903,327367,32325,0,brain capacity,drugs,fictional drug,one woman army,tough girl,918,English,France,R,"$126,546,825 ","$40,000,000 ",3.16,6.4,2.35, 915 
Fifty Shades of Grey,2015,Color,129,Drama,Romance,,,,,,456,1000,935,716,220020,4585,0,female frontal nudity,female nudity,perversion,sex scene,spanking,1360,English,USA,R,"$166,147,885 ","$40,000,000 ",4.15,4.1,2.35," 15,000 "
Spy Kids 30D: Game Over,2003,Color,84,Action,Adventure,Comedy,Family,Sci0Fi,,,0,13000,4000,2000,40227,22935,3,mission,spy,surfing,trapped,virtual reality,188,English,USA,PG,"$111,760,631 ","$38,000,000 ",2.94,4.1,1.85, -   
A Time to Kill,1996,Color,149,Crime,Drama,Thriller,,,,,541,18000,11000,1000,99558,31349,3,african american,court,law,mississippi,trial,236,English,USA,R,"$108,706,165 ","$40,000,000 ",2.72,7.4,2.35, -   
Cheaper by the Dozen,2003,Color,94,Comedy,Family,,,,,,189,3000,2000,597,75152,7014,15,9 year old,house,illinois,new job,vomiting,288,English,USA,PG,"$138,614,544 ","$40,000,000 ",3.47,5.8,1.85, -   
Lone Survivor,2013,Color,121,Action,Biography,Drama,Thriller,War,,,532,480,449,127,203963,1261,0,courage,navy seal,outnumbered,shot multiple times,survival,420,English,USA,R,"$125,069,696 ","$40,000,000 ",3.13,7.6,2.35, -   
A League of Their Own,1992, Black and White,128,Comedy,Drama,Sport,,,,,545,15000,923,251,71754,16751,3,baseball,friend,oregon,rivalry,softball,166,English,USA,PG,"$107,458,785 ","$40,000,000 ",2.69,7.2,2.35, 892 
The Conjuring 2,2016,Color,134,Horror,Mystery,Thriller,,,,,0,1000,575,336,64989,2676,0,based on supposedly true story,house,paranormal investigating,psychic,second part,279,English,USA,R,"$102,310,175 ","$40,000,000 ",2.56,7.8,2.35, -   
The Social Network,2010,Color,120,Biography,Drama,,,,,,21000,10000,349,81,479453,10555,0,competitiveness,creator,entrepreneur,facebook,intellectual property,696,English,USA,PG013,"$96,917,897 ","$40,000,000 ",2.42,7.7,2.35," 17,000 "
He's Just Not That Into You,2009,Color,129,Comedy,Drama,Romance,,,,,42,97,50,49,132048,318,7,advertising,bar,dating,lingerie slip,six word title,203,English,USA,PG013,"$93,952,276 ","$40,000,000 ",2.35,6.4,2.35, 68 
Scary Movie 4,2006,Color,89,Comedy,,,,,,,119,2000,869,807,93748,5855,8,female nudity,male nudity,parody,reference to myspace,sequel,410,English,USA,PG013,"$90,703,745 ","$45,000,000 ",2.02,5.1,1.85," 17,000 "
Scream 3,2000,Color,116,Horror,Mystery,,,,,,0,287,157,71,98535,600,4,death,ghostface,murder,scream,survivor,734,English,USA,R,"$89,138,076 ","$40,000,000 ",2.23,5.5,2.35, -   
Back to the Future Part III,1990,Color,118,Adventure,Comedy,Sci0Fi,Western,,,,0,1000,869,690,283480,3986,0,band,dog,letter,time machine,tombstone,263,English,USA,PG,"$87,666,629 ","$40,000,000 ",2.19,7.4,1.37," 89,000 "
Get Hard,2015,Color,107,Comedy,Crime,,,,,,164,8000,2000,723,85629,12556,2,camera focus on female butt,gay bar,millionaire,singing in a car,two word title,144,English,USA,R,"$90,353,764 ","$40,000,000 ",2.26,6,1.85, -   
Bram Stoker's Dracula,1992,Color,155,Fantasy,Horror,Romance,,,,,0,18000,12000,10000,143835,42220,0,dracula,horror movie remake,maze,monster sex,vampire,654,English,USA,R,"$82,522,790 ","$40,000,000 ",2.06,7.5,1.85, -   
Julie & Julia,2009,Color,123,Biography,Drama,Romance,,,,,0,11000,935,923,79264,13321,2,american,blog,book,cook,cooking,277,English,USA,PG013,"$94,125,426 ","$40,000,000 ",2.35,7,1.85, -   
42,2013,Color,128,Biography,Drama,Sport,,,,,241,11000,3000,898,66511,16911,0,baseball,baseball player,brooklyn dodgers,major league baseball,racism,200,English,USA,PG013,"$95,001,343 ","$40,000,000 ",2.38,7.5,2.35, -   
The Talented Mr. Ripley,1999,Color,139,Crime,Drama,Thriller,,,,,333,22000,13000,1000,137891,36810,1,1950s,italy,mistaken identity,nudity,sociopath,696,English,USA,R,"$81,292,135 ","$40,000,000 ",2.03,7.3,1.85, 353 
Dumb and Dumber To,2014,Color,109,Comedy,,,,,,,101,13000,899,839,97045,16179,1,adoption,highway travel,road trip,sequel,stupidity,285,English,USA,PG013,"$86,208,010 ","$35,000,000 ",2.46,5.7,1.85, -   
Eight Below,2006,Color,120,Adventure,Drama,Family,,,,,155,23000,984,249,48806,24300,1,antarctica,dog,siberian husky,sled dog,survival,263,English,USA,PG,"$81,593,527 ","$40,000,000 ",2.04,7.3,2.35," 1,000 "
The Intern,2015,Color,121,Comedy,Drama,,,,,,278,22000,11000,808,130661,36010,2,reference to ben affleck,reference to brad pitt,reference to george clooney,reference to jack nicholson,website,304,English,USA,PG013,"$75,274,748 ","$35,000,000 ",2.15,7.2,1.85, -   
Ride Along 2,2016,Color,102,Action,Comedy,,,,,,167,2000,874,655,28621,5178,0,computer hacker,crime boss,detective,drugs,wedding,58,English,USA,PG013,"$90,835,030 ","$40,000,000 ",2.27,5.9,2.35," 11,000 "
The Last of the Mohicans,1992,Color,117,Action,Adventure,Drama,Romance,War,,,0,855,363,322,113068,2144,1,18th century,based on novel,colonel,french and indian war,revenge,382,English,USA,R,"$72,455,275 ","$40,000,000 ",1.81,7.8,2.35, -   
Ray,2004,Color,178,Biography,Drama,Music,,,,,138,904,876,748,110394,5074,0,1950s,1960s,racism,rhythm and blues,singer,433,English,USA,PG013,"$75,305,995 ","$40,000,000 ",1.88,7.7,1.85, -   
Sin City,2005, Black and White,147,Crime,Thriller,,,,,,436,3000,472,175,656640,3924,1,anthology,corruption,hearing characters thoughts,neo noir,night,1732,English,USA,R,"$74,098,862 ","$40,000,000 ",1.85,8.1,1.85, -   
Vantage Point,2008,Color,90,Crime,Drama,Mystery,Thriller,,,,38,2000,897,882,127528,6775,4,explosion,multiple perspectives,president,secret service,shooting,422,English,USA,PG013,"$72,266,306 ","$40,000,000 ",1.81,6.6,2.35, -   
"I Love You, Man",2009,Color,105,Comedy,Romance,,,,,,29,24000,4000,257,166194,28928,2,bromance,friend,gay brother,homosexual subtext,wedding,215,English,USA,R,"$71,347,010 ","$40,000,000 ",1.78,7.1,1.85, -   
Shallow Hal,2001,Color,114,Comedy,Drama,Fantasy,Romance,,,,101,700,655,398,109445,2842,2,dying,friend,inner beauty,love,self help guru,426,English,USA,PG013,"$70,836,296 ","$40,000,000 ",1.77,5.9,1.85, -   
JFK,1991, Black and White,206,Drama,History,Thriller,,,,,0,433,256,4,113472,698,1,death,gay slur,homosexuality,investigation,president,442,English,France,R,"$70,405,498 ","$40,000,000 ",1.76,8,2.35," 16,000 "
Big Momma's House 2,2006,Color,99,Comedy,Crime,,,,,,14,17000,826,633,31968,19334,0,cheerleading,fbi,fbi agent,nanny,undercover,82,English,USA,PG013,"$70,163,652 ","$40,000,000 ",1.75,4.6,1.85," 39,000 "
The Mexican,2001,Color,123,Adventure,Comedy,Crime,Romance,,,,563,24000,11000,8000,87351,43917,0,curse,hostage,mexico,pistol,vomiting,344,English,USA,R,"$66,808,615 ","$34,000,000 ",1.96,6.1,2.35," 11,000 "
Unbroken,2014,Color,137,Biography,Drama,Sport,War,,,,11000,769,698,465,103589,2938,0,emaciation,male nudity,plane crash,prisoner of war,torture,351,English,USA,PG013,"$115,603,980 ","$65,000,000 ",1.78,7.2,2.35, -   
17 Again,2009,Color,102,Comedy,Drama,Family,Fantasy,Romance,,,23,2000,2000,651,146899,7009,1,adult as child,father son relationship,high school student,janitor,school,185,English,USA,PG013,"$64,149,837 ","$20,000,000 ",3.21,6.4,2.35, -   
The Other Woman,2014,Color,109,Comedy,Romance,,,,,,415,982,971,119,104481,2357,2,beach house,blonde bombshell,cheating husband,revenge,wife meets mistress,189,English,USA,PG013,"$83,906,114 ","$40,000,000 ",2.1,6,2.35, -   
The Final Destination,2009,Color,82,Horror,,,,,,,160,164000,137000,748,75345,303717,0,attempted suicide,car crash,collapsing scaffold,overflowing bathtub,tooth knocked out,290,English,USA,R,"$66,466,372 ","$40,000,000 ",1.66,5.2,2.35," 24,000 "
Bridge of Spies,2015,Color,142,Drama,History,Thriller,,,,,14000,15000,535,423,178118,16944,0,cia,cold war,lawyer,negotiation,spy,355,English,USA,PG013,"$72,306,065 ","$40,000,000 ",1.81,7.6,2.35, -   
Behind Enemy Lines,2001,Color,106,Action,Drama,Thriller,War,,,,212,578,563,389,86902,2544,2,battle,massacre,navigator,navy,rescue,411,English,USA,PG013,"$59,068,786 ","$40,000,000 ",1.48,6.4,2.35," 17,000 "
Shall We Dance,2004,Color,106,Comedy,Drama,Romance,,,,,23,1000,593,418,35508,2325,2,dance,dance competition,dance lesson,love,teacher,211,English,USA,PG013,"$57,887,882 ","$50,000,000 ",1.16,6.1,1.85, 893 
Small Soldiers,1998,Color,108,Action,Adventure,Comedy,Family,Sci0Fi,,,287,4000,835,823,77415,8610,0,action figure,battle,computer,military,toy,139,English,USA,PG013,"$53,955,614 ","$40,000,000 ",1.35,6.1,2.35, -   
Spawn,1997,Color,98,Action,Horror,,,,,,20,2000,2000,968,52805,7039,0,based on comic,based on comic book,dark hero,image comics,superhero,209,English,USA,R,"$54,967,359 ","$40,000,000 ",1.37,5.2,1.85, -   
The Count of Monte Cristo,2002,Color,131,Action,Adventure,Drama,Romance,Thriller,,,58,15000,1000,720,104991,17152,1,count,escape,island,revenge,sailor,544,English,UK,PG013,"$54,228,104 ","$35,000,000 ",1.55,7.7,1.85, -   
The Lincoln Lawyer,2011,Color,118,Crime,Drama,Thriller,,,,,65,11000,980,638,173848,13943,1,defense attorney,defense lawyer,lawyer,plot twist,prostitute,203,English,USA,R,"$57,981,889 ","$40,000,000 ",1.45,7.3,2.35, -   
Unknown,2011,Color,113,Action,Mystery,Thriller,,,,,174,14000,903,767,210542,17152,3,agriculture,airport,amnesia,nurse,scientist,332,English,UK,PG013,"$61,094,903 ","$30,000,000 ",2.04,6.9,2.35," 20,000 "
The Prestige,2006,Color,130,Drama,Mystery,Sci0Fi,Thriller,,,,22000,23000,20000,19000,844052,63986,1,illusion,magician,obsession,rivalry,secret,1100,English,USA,PG013,"$53,082,743 ","$40,000,000 ",1.33,8.5,2.35, 748 
