movie title,color,genre1,genre2,genre3,genre4,genre5,genre6,genre7,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,content_rating,IMDB Score
Guess Who,Color,Comedy,Romance,,,,,,argument,engagement,family relationships,love,undressing,English,USA,PG013,5.9
The English Patient,Color,Drama,Romance,War,,,,,church,english,flashback,nurse,patient,English,USA,R,7.4
L.A. Confidential,Color,Crime,Drama,Mystery,Thriller,,,,1950s,call girl,corruption,murder,police detective,English,USA,R,8.3
Sky High,Color,Adventure,Comedy,Family,Sci0Fi,,,,coming of age,friend,high school,sidekick,superpower,English,USA,PG,6.2
In & Out,Color,Comedy,,,,,,,academy award,gay,high school,reporter,teacher,English,USA,PG013,6.3
Species,Color,Action,Horror,Sci0Fi,Thriller,,,,alien,interspecies sex,scientist,sexual attraction,train,English,USA,R,5.8
A Nightmare on Elm Street,Color,Horror,,,,,,,freddy krueger,lucid dream,serial killer,slasher,sleep deprivation,English,USA,X,7.5
The Cell,Color,Horror,Sci0Fi,Thriller,,,,,coma,fbi,race against time,serial killer,strong female lead,English,USA,R,6.3
The Man in the Iron Mask,Color,Action,Adventure,,,,,,france,musketeer,three musketeers,twin,twin brother,English,USA,PG013,6.4
Secretariat,Color,Biography,Drama,Family,History,Sport,,,eccentric,horse racing,newspaper clipping,stallion,triple crown,English,USA,PG,7.2
TMNT,Color,Action,Adventure,Animation,Comedy,Family,Fantasy,Sci0Fi,martial arts master,monster,new york city,turtle,warrior,English,Hong Kong,PG,6.3
Radio,Color,Biography,Drama,Sport,,,,,coach,football,football coach,high school,radio,English,USA,PG,6.9
Friends with Benefits,Color,Comedy,Romance,,,,,,blow job,female rear nudity,girl in panties,male objectification,no panties,English,USA,R,6.6
Neighbors 2: Sorority Rising,Color,Comedy,,,,,,,bare chested male,gay,gay best friend,gay man,gay marriage proposal,English,USA,R,6
Saving Mr. Banks,Color,Biography,Comedy,Drama,History,Music,,,author,disney,loss of father,reference to walt disney,suppression of emotion,English,USA,PG013,7.5
Malcolm X,Color,Biography,Drama,History,Romance,,,,african american,black history,civil rights,ku klux klan,nation of islam,English,USA,PG013,7.7
This Is 40,Color,Comedy,,,,,,,40th birthday,aging,birthday,sex,viagra,English,USA,R,6.2
Old Dogs,Color,Comedy,Family,,,,,,best friend,business deal,impulse,public relations,twin,English,USA,PG,5.4
Underworld: Rise of the Lycans,Color,Action,Adventure,Fantasy,Sci0Fi,Thriller,,,battle,slave,vampire,warrior,werewolf,English,USA,R,6.6
License to Wed,Color,Comedy,Romance,,,,,,box office flop,church,kissing,usa,wedding,English,USA,PG013,5.3
The Benchwarmers,Color,Comedy,Romance,Sport,,,,,baseball,baseball team,bully,millionaire,team,English,USA,PG013,5.6
Must Love Dogs,Color,Comedy,Romance,,,,,,date,dating,dog,love,teacher,English,USA,PG013,5.9
Donnie Brasco,Color,Biography,Crime,Drama,,,,,fbi,mafia,money,racial slur,singer,English,USA,R,7.8
Resident Evil,Color,Action,Horror,Sci0Fi,,,,,amnesia,quarantine,special forces,virus,zombie,English,UK,R,6.7
Poltergeist,Color,Fantasy,Horror,,,,,,ghost,haunted,haunting,house,paranormal investigator,English,USA,PG,7.4
The Ladykillers,Color,Comedy,Crime,Thriller,,,,,casino,irony of fate,landlady,professor,remake,English,USA,R,6.2
Max Payne,Color,Action,Crime,Drama,Mystery,Thriller,,,corporation,death,ex partner,hallucination,police detective,English,Canada,PG013,5.4
In Time,Color,Action,Sci0Fi,Thriller,,,,,currency,future,murder,on the run,time,English,USA,PG013,6.7
The Back0up Plan,Color,Comedy,Romance,,,,,,artificial insemination,baby,cheese,chick flick,pet shop,English,USA,PG013,5.3
Something Borrowed,Color,Comedy,Drama,Romance,,,,,best friend,crush,law school,lawyer,loud sex,English,USA,PG013,5.9
Black Knight,Color,Adventure,Comedy,Fantasy,,,,,14th century,king,knight,sword duel,time travel,English,USA,PG013,4.8
Street Fighter,Color,Action,Adventure,Comedy,Thriller,,,,guile,hostage,ransom,soldier,united nations,English,Japan,PG013,3.8
The Pianist, Black and White,Biography,Drama,War,,,,,ghetto,holocaust,jewish,piano,warsaw ghetto,English,France,R,8.5
From Hell,Color,Horror,Mystery,Thriller,,,,,freemason,jack the ripper,opium,prostitute,victorian era,English,USA,R,6.8
The Nativity Story,Color,Drama,Family,Fantasy,,,,,angel,bethlehem,journey,nazareth,virgin,English,USA,PG,6.8
House of Wax,Color,Horror,,,,,,,brother sister relationship,group of friends,male nudity,twin,wax,English,Australia,R,5.3
Closer,Color,Drama,Romance,,,,,,cheating wife,film camera,hasselblad camera,leica camera,medium format camera,English,USA,R,7.3
J. Edgar,Color,Biography,Crime,Drama,,,,,agent,fbi,federal bureau of investigation,gay relationship,secret,English,USA,R,6.6
Mirrors,Color,Horror,Mystery,,,,,,estranged wife,evil,fire,medication,mirror,English,USA,R,6.2
Queen of the Damned,Color,Drama,Fantasy,Horror,,,,,fatal attraction,interspecies romance,queen,supernatural power,vampire,English,USA,R,5.2
Predator 2,Color,Action,Horror,Sci0Fi,,,,,alien,drug lord,gang,hunter,predator,English,USA,R,6.2
Untraceable,Color,Crime,Drama,Thriller,,,,,cat,fbi agent,murder,serial killer,website,English,USA,R,6.2
Blast from the Past,Color,Comedy,Drama,Romance,Sci0Fi,,,,1960s,bomb shelter,cuban missile crisis,food,naive man,English,USA,PG013,6.6
Jersey Girl,Color,Comedy,Drama,Romance,,,,,baby,childbirth,death,karma,publicist,English,USA,PG013,6.2
Alex Cross,Color,Action,Crime,Mystery,Thriller,,,,assassin,detective,partner,police,serial killer,English,USA,PG013,5.1
Midnight in the Garden of Good and Evil,Color,Crime,Drama,Mystery,Thriller,,,,graveyard,murder,murder trial,reporter,trial,English,USA,R,6.6
Nanny McPhee Returns,Color,Comedy,Family,Fantasy,,,,,farm,magic,mother daughter relationship,overalls,title directed by female,English,UK,PG,6.1
Hoffa,Color,Biography,Crime,Drama,,,,,labor,labor union,leader,mafia,union,English,USA,R,6.6
The X Files: I Want to Believe,Color,Drama,Mystery,Sci0Fi,Thriller,,,,fbi,priest,psychic,psychic vision,staff physician,English,USA,PG013,5.9
Ella Enchanted,Color,Comedy,Family,Fantasy,Romance,,,,curse,fairy,obedience,prince,strong female character,English,USA,PG,6.3
Concussion,Color,Biography,Drama,Sport,,,,,chronic traumatic encephalopathy,concussion,football,football player,pathologist,English,UK,PG013,7.1
Abduction,Color,Action,Mystery,Thriller,,,,,assassin,high school,on the run,teenager,website,English,USA,PG013,5
Valiant,Color,Adventure,Animation,Comedy,Family,War,,,dove,falcon,nursing,pigeon,psychological torture,English,UK,G,5.6
Wonder Boys,Color,Comedy,Drama,,,,,,based on novel,college girl,midlife crisis,pittsburgh pennsylvania,professor,English,USA,R,7.4
Superhero Movie,Color,Action,Comedy,Sci0Fi,Thriller,,,,dragonfly,hero,high school,soaking wet,supervillian origin,English,USA,PG013,4.5
Broken City,Color,Crime,Drama,Thriller,,,,,election,father son relationship,fellatio,gay slur,title spoken by character,English,USA,R,6.2
Cursed,Color,Comedy,Horror,,,,,,creature,death,party,rescue,werewolf,English,USA,PG013,5
Premium Rush,Color,Action,Crime,Thriller,,,,,chase,courier,delivery,envelope,police,English,USA,PG013,6.5
Hot Pursuit,Color,Action,Comedy,Crime,,,,,danger,drug cartel,female cop,female police officer,fugitive,English,USA,PG013,5.1
The Four Feathers,Color,Adventure,Drama,Romance,War,,,,male nudity,naked dead man,nudity,sex,whipping,English,UK,PG013,6.5
Parker,Color,Action,Crime,Romance,Thriller,,,,action hero,disguise,hospital,real estate agent,thief,English,USA,R,6.2
Wimbledon,Color,Comedy,Romance,Sport,,,,,career,player,tennis,tennis player,wimbledon,English,UK,PG013,6.3
Furry Vengeance,Color,Comedy,Family,,,,,,animal,bear,land developer,real estate,real estate developer,English,USA,PG,3.8
Lions for Lambs,Color,Drama,Thriller,War,,,,,afghanistan,professor,reporter,student,university,English,USA,R,6.2
Flight of the Intruder,Color,Action,Drama,Thriller,War,,,,bombardier,pilot,u.s. navy,vietnam,vietnam war,English,USA,PG013,5.7
Walk Hard: The Dewey Cox Story,Color,Comedy,Music,,,,,,drugs,elvis,musician,singer,the beatles,English,USA,R,6.7
The Shipping News,Color,Drama,,,,,,,employee employer relationship,husband wife relationship,newspaper,ship,wake,English,USA,R,6.8
American Outlaws,Color,Action,Western,,,,,,legend,old west,outlaw,railroad,stealing from the rich,English,USA,PG013,6
The Young Victoria,Color,Biography,Drama,History,Romance,,,,19th century,courtship,female protagonist,princess,queen of england,English,UK,PG,7.3
Whiteout,Color,Action,Crime,Mystery,Thriller,,,,antarctica,geologist,investigation,u.s. marshal,winter,English,USA,R,5.5
The Tree of Life,Color,Drama,Fantasy,,,,,,1950s,children,ice cube,texas,waco texas,English,USA,PG013,6.7
Knock Off,Color,Action,Comedy,Thriller,,,,,cia,hong kong,market,undercover,van,English,Aruba,R,4.8
Sabotage,Color,Action,Crime,Drama,Thriller,,,,dea,drug cartel,kicked in the crotch,strip club,tough girl,English,USA,R,5.7
The Order,Color,Action,Mystery,Thriller,,,,,death,exorcism,heaven,priest,sin eater,English,USA,R,5.1
Punisher: War Zone,Color,Action,Crime,Drama,Thriller,,,,gun fu,plastic surgery,psychopath,undercover,vigilante,English,USA,R,6
Zoom,Color,Action,Adventure,Family,Sci0Fi,,,,bruise,female hero,super strength,superhero,teenage superhero,English,USA,PG,4.2
The Walk,Color,Adventure,Biography,Drama,Thriller,,,,1970s,based on true story,new york city,skyscraper,tightrope walker,English,USA,PG,7.4
Warriors of Virtue,Color,Action,Adventure,Fantasy,,,,,anthropomorphic animal,football,kangaroo,sword and sorcery,water boy,English,USA,PG,4.6
A Good Year,Color,Comedy,Drama,Romance,,,,,based on novel,inheritance,provence,uncle,wine,English,USA,PG013,6.9
Radio Flyer,Color,Drama,,,,,,,father son relationship,physical abuse,radio flyer,stepfather,stepfather stepson relationship,English,USA,PG013,6.9
"Blood In, Blood Out",Color,Crime,Drama,,,,,,1970s,1980s,barrio,gang war,mexican,English,USA,R,8
Smilla's Sense of Snow,Color,Action,Drama,Sci0Fi,Thriller,,,,boy,greenland,neighbor,roof,snow,English,Denmark,R,6.4
Femme Fatale,Color,Crime,Drama,Mystery,Thriller,,,,ambassador,cannes,identity,suicide,thief,English,France,R,6.3
Ride with the Devil,Color,Drama,Romance,War,Western,,,,bushwhacker,friend,honor,kansas,raid,English,USA,R,6.8
The Maze Runner,Color,Action,Mystery,Sci0Fi,Thriller,,,,based on novel,concrete wall,maze,open ended,teenage boy,English,USA,PG013,6.8
Unfinished Business,Color,Comedy,,,,,,,business trip,company,glory hole,male frontal nudity,male nudity,English,USA,R,5.4
The Age of Innocence,Color,Drama,Romance,,,,,,19th century,countess,lawyer,love,new york,English,USA,PG,7.2
The Fountain,Color,Drama,Sci0Fi,,,,,,eternity,love,mayan,tree,tree of life,English,USA,PG013,7.3
Chill Factor,Color,Action,Adventure,Comedy,Drama,Thriller,,,colonel,ice,ice cream truck,military,u.s. army,English,USA,R,5.2
Stolen,Color,Action,Crime,Drama,Thriller,,,,bank,money,presumed dead,rescue,thief,English,USA,R,5.5
Ponyo,Color,Adventure,Animation,Family,Fantasy,,,,children adventure,magical realism,sea goddess,small town,tsunami,Japanese,Japan,G,7.7
The Longest Ride,Color,Drama,Romance,,,,,,1940s,art collector,bull riding,north carolina,student,English,USA,PG013,7.1
The Astronaut's Wife,Color,Drama,Sci0Fi,Thriller,,,,,astronaut,electrocuted in bathtub,mission,pilot,sister,English,USA,R,5.3
I Dreamed of Africa,Color,Adventure,Drama,Romance,,,,,dream,italian,kenya,ranch,snake,English,USA,PG013,5.6
Playing for Keeps,Color,Comedy,Romance,Sport,,,,,coach,soccer,soccer coach,soccer mom,soccer team,English,USA,PG013,5.7
Mandela: Long Walk to Freedom,Color,Biography,Drama,History,,,,,africa,apartheid,nelson mandela,president,resistance,English,UK,PG013,7.1
A Few Good Men,Color,Drama,Thriller,,,,,,cuba,guantanamo,lance corporal,lawyer,murder,English,USA,R,7.6
Exit Wounds,Color,Action,Comedy,Crime,Drama,Thriller,,,corrupt cop,drug dealer,drugs,heroin,vice president,English,USA,R,5.5
Big Momma's House,Color,Action,Comedy,Crime,,,,,disguise,fbi,female impersonation,gender disguise,obesity,English,USA,PG013,5.1
Thunder and the House of Magic,Color,Adventure,Animation,Comedy,Family,Fantasy,,,,,,,,English,Belgium,,6.3
The Darkest Hour,Color,Action,Adventure,Horror,Sci0Fi,Thriller,,,alien,aurora borealis,critically bashed,killing an animal,nightclub,English,USA,PG013,4.9
Step Up Revolution,Color,Drama,Music,Romance,,,,,3 dimensional,dance,dancer,dancing,flash mob,English,USA,PG013,6.5
Snakes on a Plane,Color,Action,Adventure,Crime,Drama,Thriller,,,baby rattle,famous line,murder,passenger,snake,English,Germany,R,5.6
The Watcher,Color,Crime,Horror,Mystery,Thriller,,,,fbi,murder,scene of the crime,serial killer,therapy,English,USA,R,5.3
The Punisher,Color,Action,Crime,Drama,Thriller,,,,death,family reunion,fbi,fbi agent,vigilante,English,USA,R,6.5
Goal! The Dream Begins,Color,Drama,Romance,Sport,,,,,barrio,border,newcastle united,party,soccer,English,USA,PG013,6.8
Safe,Color,Action,Crime,Thriller,,,,,bodyguard,gang war,russian,russian mafia,triad,English,USA,R,6.5
Pushing Tin,Color,Comedy,Drama,Romance,,,,,air traffic control,air traffic controller,female bodybuilder,job,marriage,English,USA,R,6
Star Wars: Episode VI 0 Return of the Jedi,Color,Action,Adventure,Fantasy,Sci0Fi,,,,death star,emperor,empire,princess,rebel,English,USA,PG,8.4
Doomsday,Color,Action,Sci0Fi,Thriller,,,,,cure,quarantine,scotland,virus,wall,English,UK,R,6
The Reader,Color,Drama,Romance,,,,,,love,reading,teaching oneself to read,trial,war crime,English,USA,R,7.6
Elf,Color,Comedy,Family,Fantasy,Romance,,,,baby,christmas spirit,elf,new york city,north pole,English,USA,PG,6.9
Phenomenon,Color,Drama,Fantasy,Romance,Sci0Fi,,,,brain tumor,genius,psionic power,telekinesis,terminal illness,English,USA,PG,6.4
Snow Dogs,Color,Adventure,Comedy,Family,Sport,,,,dentist,dog,inheritance,race,sled dog,English,Canada,PG,5.1
Scrooged,Color,Comedy,Drama,Fantasy,,,,,christmas,compassion,executive,ghost,redemption,English,USA,PG013,7
Nacho Libre,Color,Comedy,Family,Sport,,,,,lucha libre,monastery,nun,orphan,wrestling,English,Germany,PG,5.7
Bridesmaids,Color,Comedy,Romance,,,,,,best friend,failure,food,job,partial female nudity,English,USA,R,6.8
This Is the End,Color,Comedy,Fantasy,,,,,,apocalypse,celebrity,ensemble cast,party,rapture,English,USA,R,6.7
Stigmata,Color,Horror,,,,,,,catholic,priest,stigmata,vatican,wound,English,USA,R,6.2
Men of Honor,Color,Biography,Drama,,,,,,african american,amputee,navy,racial discrimination,racism,English,USA,R,7.2
Takers,Color,Action,Crime,Thriller,,,,,armored car,bank,falling out among thieves,heist,planning,English,USA,PG013,6.2
The Big Wedding,Color,Comedy,,,,,,,adoption,divorce,family relationships,farce,wedding,English,USA,R,5.6
"Big Mommas: Like Father, Like Son",Color,Action,Comedy,Crime,,,,,fbi agent,murder,performing arts school,scene during end credits,undercover,English,USA,PG013,4.4
Source Code,Color,Mystery,Sci0Fi,Thriller,,,,,bomber,time,time loop,train,trapped in a time loop,English,USA,PG013,7.5
Alive,Color,Adventure,Biography,Drama,Thriller,,,,andes mountains,crash,death,starvation,stranded,English,USA,R,7.1
The Number 23,Color,Mystery,Thriller,,,,,,destiny,detective,imagination,murder,sex scene,English,USA,R,6.4
The Young and Prodigious T.S. Spivet,Color,Action,Adventure,Drama,Family,,,,3 dimensional,cartographer,punctuation in title,smithsonian,train,English,France,PG,7.1
Dreamer: Inspired by a True Story,Color,Drama,Family,Sport,,,,,colon in title,horse,kentucky,overalls,six word title,English,USA,PG,6.9
A History of Violence,Color,Crime,Drama,Thriller,,,,,bar,crotch shot,female full frontal nudity,female pubic hair,robbery,English,USA,R,7.5
Transporter 2,Color,Action,Crime,Thriller,,,,,driver,french,kidnapping,police,sequel,English,France,PG013,6.3
The Quick and the Dead, Black and White,Action,Thriller,Western,,,,,authority figure as villian,gun duel,saved from hanging,showdown,street shootout,English,Japan,R,6.4
Laws of Attraction,Color,Comedy,Romance,,,,,,date,divorce,divorce lawyer,drinking,lawyer,English,Ireland,PG013,5.9
Bringing Out the Dead,Color,Drama,Thriller,,,,,,ambulance,ghost,hell,paramedic,rescue,English,USA,R,6.8
Repo Men,Color,Action,Crime,Sci0Fi,Thriller,,,,artificial organ,best friend,enforcer,future,near future,English,USA,R,6.3
Dragon Wars: D0War,Color,Action,Drama,Fantasy,Horror,Thriller,,,antique shop,asian dragon,dragon,korean,reporter,English,South Korea,PG013,3.6
Bogus,Color,Comedy,Family,Fantasy,,,,,box office flop,circus,imaginary friend,magician,one word title,English,USA,PG,5.3
The Incredible Burt Wonderstone,Color,Comedy,,,,,,,magic,magic kit,magician,stage magician,vegas,English,USA,PG013,5.9
Cats Don't Dance,Color,Animation,Comedy,Family,Fantasy,Musical,,,animal,cat,child star,hollywood,star,English,USA,G,6.9
Cradle Will Rock,Color,Drama,,,,,,,1930s,depression,play,theatre,union,English,USA,R,6.9
The Good German, Black and White,Drama,Mystery,Thriller,,,,,american,driver,journalist,russian,secret,English,USA,R,6.1
Apocalypse Now,Color,Drama,War,,,,,,army,green beret,insanity,jungle,vietnam,English,USA,R,8.5
Going the Distance,Color,Comedy,Romance,,,,,,bar,job,long distance relationship,male pubic hair,pubic hair,English,USA,R,6.3
Mr. Holland's Opus,Color,Drama,Music,,,,,,1990s,high school,high school teacher,teacher inspires students,teaching,English,USA,PG,7.3
Criminal,Color,Action,Crime,Drama,Mystery,Sci0Fi,Thriller,,cia,husband wife relationship,memory,tied up while barefoot,violence,English,UK,R,6.3
